spelling,lexicality,rt,zscore,accuracy,rt.sd,zscore.sd,accuracy.sd
druffed,N,720.2222222,0.399105213,0.973684211,210.6161181,0.990747768,0.162221421
druffled,N,618.7894737,0.012332372,0.975,168.9015638,0.761483783,0.158113883
druffles,N,683.0645161,0.181389368,0.868421053,247.5136273,0.856026672,0.342569987
druffs,N,608.8108108,-0.029268965,0.975,129.6936214,0.725786105,0.158113883
drulled,N,627.6571429,0.017682285,0.947368421,161.3554612,1.08956476,0.226294286
drulles,N,560.8974359,-0.413738143,1,204.8874909,1.006619842,0
drulling,N,601.0588235,-0.07006954,0.973684211,121.9493042,0.778390397,0.162221421
drulo,N,543.2368421,-0.550080097,1,117.1977848,0.648815354,0
drume,N,644.8157895,-0.012876362,1,196.0525102,0.907855931,0
drump,N,648.0294118,0.161181773,0.875,177.6205498,0.974428456,0.334932064
drumpet,N,688.8055556,0.329626481,0.973684211,172.380612,0.741480584,0.162221421
drumrood,N,649.8918919,0.158894043,0.975,207.7770953,1.245717687,0.158113883
drumsy,N,675.2258065,0.318253497,0.894736842,138.0098329,0.836358304,0.311011748
drunched,N,688.6896552,0.301894862,0.815789474,251.5118718,0.99968133,0.392859452
drung,N,648.9473684,0.246637116,0.975,154.0224531,0.875034082,0.158113883
drunkers,N,948.3157895,2.050742907,0.525,280.4050746,0.995163315,0.505736325
drunkes,N,751.4545455,0.82386343,0.921052632,241.6576984,1.13390288,0.273276313
drunking,N,961.5714286,1.877117757,0.5,187.3198475,0.963221311,0.50671171
drunt,N,654.8947368,0.164796579,1,191.9384459,0.903128153,0
drunts,N,603.6756757,-0.252280052,0.925,161.7745437,0.778510657,0.266746783
drupowns,N,602.4594595,-0.309881984,1,195.597318,0.647873578,0
drur,N,599.8947368,-0.379746597,1,220.5381366,0.824657624,0
drurb,N,554.875,-0.378928257,1,167.3597672,1.039276056,0
drurred,N,618.9473684,-0.125767947,1,203.3662582,0.907647601,0
drurs,N,573.3589744,-0.413831866,1,166.2802782,0.920953156,0
drushed,N,647.1944444,0.095553287,0.973684211,152.2253629,0.610847149,0.162221421
drussed,N,630.3421053,0.058507681,0.95,188.7418194,0.917528606,0.220721428
drut,N,546.0789474,-0.437235608,1,102.8891772,0.657095921,0
drutes,N,619.9473684,-0.073543214,1,152.2316775,0.813108692,0
drutter,N,591.1081081,-0.144477926,1,146.1992141,0.910834416,0
druttered,N,674.725,0.237646313,1,236.6468739,1.058550738,0
drutters,N,591.8611111,-0.329182826,0.973684211,194.3269929,0.708641554,0.162221421
drutting,N,640.9487179,0.133107282,0.975,175.5258189,1.109114044,0.158113883
drutty,N,587.5675676,-0.435805474,0.973684211,150.315509,0.598611727,0.162221421
dryid,N,597.9473684,-0.011599332,0.95,128.198315,1.15888151,0.220721428
dryn,N,588.1891892,-0.381982018,1,181.0506126,0.941790348,0
drypess,N,650.6486486,0.336523102,0.95,187.7770866,1.074090555,0.220721428
duced,N,637.7916667,0.220324498,0.625,213.636827,1.328558579,0.490290338
ducix,N,524.85,-0.586648213,1,105.7657184,0.59425721,0
duckboomed,N,721.4166667,0.370681314,1,254.4189318,0.957484116,0
duckfin,N,621.9705882,0.039317646,0.9,195.1390313,0.890395929,0.30382181
ducklowed,N,663.7837838,-0.035353796,1,233.6713189,0.684299326,0
duckmead,N,669.5405405,0.215380486,0.973684211,235.5645223,0.883595376,0.162221421
ducknalls,N,702.8421053,0.242928843,1,251.589383,0.863183615,0
ducknips,N,670.2631579,0.063683404,1,229.653521,0.906242496,0
ducktan,N,670.3589744,0.182987564,1,185.546772,0.923270926,0
dudden,N,674.3055556,0.031857086,0.947368421,281.512732,1.043639162,0.226294286
dudder,N,629.1388889,0.041528665,0.95,172.3211541,1.047165047,0.220721428
dudevom,N,565.2307692,-0.357292967,1,122.0436638,0.628006229,0
dudgacks,N,595.4864865,-0.346622653,1,220.7919611,0.825842222,0
dudgand,N,602.4210526,-0.201476949,1,214.4378738,0.87934818,0
dudgier,N,623.4166667,0.003398522,1,174.3671619,0.832419218,0
dued,N,767.0666667,0.728755667,0.789473684,231.5800202,1.148450987,0.41315495
duf,N,567.8611111,-0.307287185,0.947368421,170.8361208,1.237091564,0.226294286
dufoft,N,621.25,-0.394742782,1,279.4894384,1.029804938,0
dufotts,N,583.6052632,-0.435526973,1,173.1052702,0.614426663,0
dugfet,N,566.025,-0.441981396,1,155.0651621,0.813235794,0
dugger,N,712.28125,0.555118948,0.846153846,223.3868073,1.122243888,0.36313652
duggers,N,759.137931,0.729386603,0.815789474,237.1686748,1.174478401,0.392859452
duhang,N,604.6052632,-0.228189708,1,201.4829534,0.830286813,0
dul,N,572.3684211,-0.269719802,0.975,113.4063302,0.751840994,0.158113883
dule,N,671.4,0.237529327,0.815789474,188.5307256,1.332208292,0.392859452
dullbits,N,692.125,0.324522698,0.925,255.2735092,1.071395503,0.266746783
dullbosk,N,544.725,-0.539733251,1,114.150595,0.575121376,0
dullcave,N,606,-0.227376128,1,185.139737,0.864798971,0
dullcaves,N,663.8285714,0.067576473,0.921052632,270.8764083,1.110669497,0.273276313
dulldess,N,758.9090909,0.505510379,0.825,315.1335395,1.086772221,0.384807644
dullet,N,691.6060606,0.191503173,0.85,212.8906614,0.706518209,0.361620285
dullets,N,675.6571429,0.27180898,0.921052632,189.1692275,0.889647827,0.273276313
dullies,N,740.862069,0.876793579,0.75,285.5792014,1.255635238,0.43852901
dullnen,N,581.2307692,-0.197345426,1,137.299799,0.766946557,0
dullow,N,600.75,-0.257455927,0.925,126.4480413,0.503561681,0.266746783
dullting,N,658.4210526,0.0276678,1,180.8602016,0.716508693,0
dults,N,610.3421053,-0.339540117,1,194.2079237,0.580307663,0
dumbbops,N,656.3076923,0.096343397,0.975,253.2447489,0.958985073,0.158113883
dumed,N,679.5,0.179475141,0.973684211,242.8045069,1.095534905,0.162221421
dumes,N,685.875,0.239958162,0.825,275.4467046,0.983476344,0.384807644
dummed,N,792.2051282,1.293027707,0.628205128,247.8773232,1.273151235,0.486412106
dums,N,717.9615385,0.539847265,0.743589744,252.9565538,1.096998122,0.439477182
dunch,N,640.8493151,0.01160929,0.974358974,226.9972266,0.993888577,0.159084963
dunders,N,597.8378378,-0.223006092,0.973684211,160.5828816,0.762274139,0.162221421
dunding,N,629.7,0.037965422,1,189.4446946,1.068210406,0
dundings,N,673.2307692,0.105308604,1,247.4024488,1.069335473,0
dunds,N,564.0789474,-0.411059466,1,140.7148509,0.832030627,0
duned,N,669.4285714,0.257213166,0.6,195.9789712,1.18021901,0.496138938
dunge,N,696.030303,0.416544165,0.894736842,209.146104,1.118119297,0.311011748
dungheons,N,813.9032258,1.095170286,0.947368421,285.0678697,1.223014476,0.226294286
dungs,N,703.1515152,0.527373343,0.487179487,212.2685683,1.419411693,0.503070823
duning,N,630.8529412,0.019994855,0.925,193.1410432,0.92075108,0.266746783
dunkbeons,N,619.775,-0.133722251,1,224.4265042,0.768570654,0
dunkern,N,755.1142857,0.971600636,0.921052632,220.935414,1.363764851,0.273276313
dunkmess,N,771.5555556,0.863806828,0.95,245.2264778,1.320942124,0.220721428
dunvells,N,564.9210526,-0.448389336,0.975,141.1281537,0.609929094,0.158113883
dunvern,N,580.4210526,-0.4579993,1,173.1155889,0.62174734,0
duondoys,N,628.35,-0.296233253,1,307.4223312,1.050176427,0
dups,N,658.9275362,0.015316859,0.91025641,235.1121334,1.018161978,0.28766401
durb,N,602,-0.166006028,1,166.3891022,0.816701091,0
durches,N,621.7894737,-0.053687714,1,206.2667072,1.027790142,0
durching,N,601.8611111,-0.122850696,0.95,155.1471473,0.868105712,0.220721428
durehell,N,586.65,-0.261261218,1,154.1503678,0.731116644,0
dures,N,684.6551724,0.356616508,0.8,165.8767348,0.857859363,0.405095747
durfs,N,610.0540541,-0.140983551,0.973684211,132.8710624,0.562043902,0.162221421
durge,N,625.5666667,-0.091546559,0.789473684,190.6442224,0.912496438,0.41315495
durier,N,658.0285714,0.20697654,0.947368421,188.842992,1.031698348,0.226294286
durk,N,620.4324324,-0.097088642,0.973684211,217.4096927,0.934510041,0.162221421
durl,N,570.8684211,-0.417535648,1,147.347754,0.755026164,0
durlyrs,N,518.8648649,-0.735611802,1,106.7898149,0.444889237,0
durns,N,596.2368421,-0.131908849,0.95,138.6824945,0.930043455,0.220721428
durpor,N,572.325,-0.330365425,1,173.3075505,0.90254623,0
durt,N,612.4285714,-0.120296226,0.987179487,185.577862,0.952220427,0.113227703
dusel,N,579.5,-0.326591544,1,133.5042494,0.675339351,0
dush,N,681.78125,0.2669377,0.833333333,197.5319519,0.93121663,0.375090177
dushed,N,661.96875,0.162404832,0.868421053,117.465296,0.659937377,0.342569987
dusping,N,604.6842105,-0.310395316,1,142.2675639,0.64294598,0
duss,N,601.4507042,-0.173261936,0.948717949,153.5837407,0.809872826,0.222000111
dussed,N,713.4857143,0.409599544,0.9,251.4562728,1.220741444,0.30382181
dustmess,N,751.6875,0.678982195,0.85,213.7042632,1.01483593,0.361620285
dustpleats,N,637.8918919,0.022393203,0.975,274.5881546,1.219890656,0.158113883
dustron,N,591.4864865,-0.218248844,0.95,147.6662193,0.77267675,0.220721428
dusual,N,649.725,0.064869046,1,227.3736321,0.903230986,0
dut,N,619.8648649,-0.104530743,0.961538462,171.8274321,0.933530619,0.193552415
dutched,N,848.173913,1.358518122,0.657894737,192.1232209,1.094078717,0.480782908
dutchy,N,669.0434783,0.256408438,0.605263158,204.1105935,1.341078991,0.495355383
dute,N,707.75,0.56075337,0.973684211,204.9707122,1.392089347,0.162221421
dutes,N,728.8529412,0.475906213,0.921052632,221.1774459,1.211776081,0.273276313
duthier,N,574.4415584,-0.36160905,1,127.8844558,0.686622673,0
duting,N,706.6935484,0.47531074,0.846153846,214.1983598,1.332485885,0.36313652
dutrax,N,596.2894737,-0.315216492,1,199.9367343,0.732614758,0
duts,N,616.625,-0.085563498,0.935897436,151.4353334,0.876695958,0.246520913
dutters,N,656.6052632,0.187467217,0.975,211.8878515,0.996752547,0.158113883
duv,N,530.3589744,-0.625375373,1,130.1995446,0.675378211,0
duvons,N,567.8157895,-0.294923463,0.975,130.2346853,0.879881109,0.158113883
duvs,N,563.4736842,-0.505553718,1,172.2996662,1.073836228,0
duwords,N,562.725,-0.468186554,1,137.0769927,0.705428866,0
duzans,N,555.3513514,-0.509378428,1,191.8855585,0.868639089,0
dwalls,N,638.8974359,0.094991453,1,160.6076938,0.90325571,0
dwarbs,N,628.8108108,-0.138199053,0.973684211,192.7939081,0.988417738,0.162221421
dwarced,N,638.5641026,0.040651105,0.975,199.7421752,0.999054654,0.158113883
dwase,N,571.75,-0.459271645,0.973684211,167.9293006,1.001917854,0.162221421
dwased,N,566.225,-0.36749846,1,151.4999344,0.749452702,0
dwash,N,611.05,-0.155006877,1,127.0654889,0.777022214,0
dwashed,N,630.1282051,0.039739429,1,184.6333749,0.735586636,0
dwat,N,583.2702703,-0.29559507,0.973684211,119.7566163,0.654750953,0.162221421
dwats,N,631.1111111,-0.047677487,0.925,157.9250777,0.861818854,0.266746783
dwaw,N,569.8205128,-0.322781932,0.975,140.3403517,0.915636913,0.158113883
dwawed,N,674.6944444,0.249215458,1,175.767837,0.957235908,0
dwe,N,585.5,-0.460524239,1,194.3892376,0.853496718,0
dwinas,N,538.35,-0.527369981,1,149.0812117,0.647146297,0
dwishstone,N,705.7631579,0.301929517,1,281.5255194,1.275449189,0
dwishstones,N,633.9210526,-0.106465702,1,204.9806031,0.666715208,0
dwizoke,N,513.2702703,-0.696956591,1,143.261154,0.539624792,0
dwizokes,N,573.4594595,-0.541357806,1,206.6527676,0.641844775,0
dyb,N,504.625,-0.828781665,1,136.2931771,0.798740066,0
dyc,N,528.2105263,-0.707152894,1,159.0774345,0.756920154,0
dycia,N,563.3783784,-0.438531057,0.975,171.0440735,0.922137218,0.158113883
dyd,N,551.2948718,-0.510008848,1,137.4918282,0.769168555,0
dyeming,N,594.6578947,-0.341695474,1,202.1990291,0.705746907,0
dyesy,N,593.0789474,-0.271417988,1,183.1595644,0.863749441,0
dygspuff,N,593.0810811,-0.451185561,1,235.9183449,0.770258796,0
dygspuffs,N,618.5263158,-0.108718386,1,182.3825408,0.921142604,0
dyin,N,674.125,0.009922185,0.894736842,355.3067507,1.270819368,0.311011748
dyke,N,689.5555556,-0.052896454,0.263157895,500.9264195,1.441611764,0.44625835
dyll,N,557.2435897,-0.458502929,1,149.2871534,0.751050402,0
dylly,N,561.75,-0.366409616,1,133.1613153,0.684825293,0
dymalves,N,595.725,-0.333569676,1,188.078269,0.777947083,0
dymn,N,609.1351351,-0.201851629,0.95,205.6969403,1.089506462,0.220721428
dynodes,N,630.825,0.035371754,1,212.0100249,1.13134565,0
dyr,N,537.0266667,-0.635083549,0.974358974,118.1844611,0.551007033,0.159084963
dyre,N,638.1451613,0.180596732,0.871794872,222.9665745,1.355817392,0.336481966
dyshay,N,553.4473684,-0.513744358,1,123.6474276,0.547441697,0
dysies,N,588.2702703,-0.225324411,0.973684211,138.9137719,0.769328584,0.162221421
dysts,N,622.2894737,-0.104502559,1,185.9547908,1.086760871,0
dyx,N,520.7142857,-0.594484448,0.987179487,91.16683047,0.601391266,0.113227703
dyxwolds,N,568.2,-0.412923039,1,148.5996514,0.861068264,0
eabal,N,561.027027,-0.499440465,1,129.8384651,0.844889587,0
eace,N,589.5945946,-0.314737042,0.973684211,156.1616789,0.516184088,0.162221421
eachsound,N,719.6,0.475235865,0.921052632,202.7096155,0.935130678,0.273276313
eadlarked,N,603.2894737,-0.205267212,1,186.9209846,0.892066882,0
eadlarks,N,584.5641026,-0.30105681,1,145.9848216,0.684225214,0
eadmest,N,619.0540541,-0.068888394,1,183.4267862,0.920853132,0
eafer,N,622.7631579,-0.183751461,1,177.5397077,0.891854548,0
eagues,N,659.1,0.223494623,1,161.0322153,0.942972824,0
eahured,N,594.6216216,-0.040229669,1,147.2368371,0.940920558,0
eaked,N,623.7777778,-0.017643822,0.9,152.8054059,0.834883567,0.30382181
eaks,N,633.7027027,0.077760062,0.925,210.0194257,1.218787013,0.266746783
ealms,N,599.3888889,-0.162528044,0.9,152.0474132,0.760963687,0.30382181
ealo,N,586.7105263,-0.383758417,0.975,170.3757228,0.910532562,0.158113883
ealth,N,623.5,0.108059413,0.95,126.7252295,0.931008101,0.220721428
ealthiern,N,651.3513514,0.09280877,1,174.6282108,1.068341872,0
eamasse,N,574.2,-0.260951987,1,137.1108853,0.72545301,0
eanding,N,629.8421053,-0.072841537,1,117.7690195,0.73521549,0
eandings,N,730.5789474,0.473054194,1,227.649521,0.918537225,0
eansvom,N,582.6842105,-0.270268731,1,187.6654737,0.87618251,0
eaper,N,630.7428571,-0.075673887,0.921052632,268.8204455,0.884916829,0.273276313
eapers,N,613.9459459,-0.090761617,0.95,137.6519253,0.665040758,0.220721428
eaps,N,605.3428571,-0.159543592,0.947368421,111.7554954,0.593142843,0.226294286
eapt,N,567.125,-0.389127397,1,183.0024783,0.863691081,0
earched,N,772.7272727,0.930625508,0.9,188.5007083,1.17986561,0.30382181
earchocks,N,678.3333333,0.339749311,0.975,193.042446,0.89447943,0.158113883
earchwomes,N,722.8947368,0.564236547,0.975,184.9928836,0.898484117,0.158113883
earchworns,N,765.5263158,0.910419966,0.975,194.44373,1.08103592,0.158113883
earchy,N,697.1578947,0.460555434,0.975,243.5264042,1.201704286,0.158113883
earcox,N,734.2285714,0.743885793,0.9,226.3447508,1.15045941,0.30382181
earhags,N,714.4,0.249991545,0.947368421,250.4186142,0.83946723,0.226294286
earjog,N,718.0540541,0.3795469,1,204.0048945,1.0656083,0
earlasks,N,669.6666667,0.302444845,1,195.1238435,0.855581475,0
earlawn,N,700.1,0.457972844,1,246.3714935,1.01843461,0
earled,N,785.4,1.012453369,0.684210526,194.0092352,1.143109798,0.471069121
earnerk,N,612.6388889,-0.183713545,0.973684211,192.8471123,0.728071667,0.162221421
earnumns,N,656.0263158,0.21982757,0.975,187.9741913,1.015206406,0.158113883
earnwand,N,735.4444444,0.522237882,0.975,237.3454919,1.039544867,0.158113883
earpeeve,N,653.6944444,0.131524759,0.947368421,129.1417426,0.490610232,0.226294286
earsdoys,N,616.0789474,0.011938137,1,161.3484364,0.938405325,0
earswigs,N,800.6,1.224017418,0.921052632,236.2265861,1.18232311,0.273276313
earswims,N,654.2647059,0.164394824,0.85,196.0063865,0.951382686,0.361620285
earthfark,N,729.8421053,0.561402211,1,238.6222307,1.124144174,0
earthplop,N,742.6388889,0.610665662,0.973684211,285.2827322,1.230747889,0.162221421
earthplopped,N,816.8611111,1.042994656,0.973684211,253.2441118,0.87669612,0.162221421
earthplops,N,746.3783784,0.661965011,0.95,259.9138053,0.978897097,0.220721428
earthquids,N,789.1621622,1.004570817,0.95,195.3909917,0.969699172,0.220721428
earthquiles,N,774.8648649,0.914926966,1,195.3404666,0.987534784,0
earts,N,643.5128205,-0.03173935,0.975,191.5971475,0.662594418,0.158113883
eartwacks,N,664.15,0.209617617,1,153.5939619,0.780938894,0
easheon,N,571.4473684,-0.354489076,1,109.7509952,0.590621804,0
eassee,N,556.1842105,-0.511083144,1,156.2304008,0.602334082,0
eastete,N,638.025641,0.015393974,1,201.6745016,0.922074716,0
easts,N,742.2857143,0.428234213,0.205128205,391.6074228,1.55359063,0.406408865
eatchum,N,595.7777778,-0.216953507,0.973684211,151.6895535,0.675134793,0.162221421
eatcul,N,545.525,-0.40828991,1,92.81881648,0.540777961,0
eathie,N,602.8857143,-0.109645592,1,178.1697425,1.031065579,0
eathies,N,801.0540541,1.035092999,0.925,228.9884696,1.233064574,0.266746783
eatprone,N,756.7567568,0.600808844,0.973684211,270.3478629,1.313840966,0.162221421
eattrot,N,649.025641,0.13444802,1,211.2870942,1.078196032,0
eaudets,N,573.675,-0.326256637,1,159.7880628,0.749874433,0
eauing,N,569.7567568,-0.48351667,1,186.3193801,0.859880491,0
eaun,N,546.15,-0.499600948,1,151.2056759,0.870171249,0
eaut,N,577.6578947,-0.403575472,1,204.87297,0.858104602,0
eauts,N,554.6315789,-0.533582355,0.975,182.8111448,0.751119184,0.158113883
eavesdrer,N,763.9714286,0.915981318,0.9,255.1644782,1.461412337,0.30382181
eavesdrers,N,763.3235294,0.960110212,0.925,253.3023969,1.38444733,0.266746783
ebade,N,590.2,-0.158353521,1,174.002682,0.944883017,0
eband,N,633.1142857,-0.096446812,0.975,201.26406,0.816569664,0.158113883
ebarge,N,623.7837838,-0.109719032,0.973684211,249.8702035,1.048477712,0.162221421
ebarged,N,620.1142857,-0.006556875,0.947368421,138.764034,0.815909967,0.226294286
ebe,N,540.3783784,-0.642456632,0.973684211,209.3238256,0.872176794,0.162221421
ebined,N,583.0810811,-0.327174079,0.973684211,161.6698244,0.710482632,0.162221421
ebis,N,556.8974359,-0.478472239,0.975,176.6700455,0.863468684,0.158113883
ebrobe,N,632.5675676,-0.117202241,1,193.22821,0.687777074,0
ebstuered,N,605.1578947,-0.166237116,1,190.5641023,0.881820445,0
ebtrid,N,550.6315789,-0.549673317,1,150.5902658,0.700456807,0
ebts,N,510,-0.645308662,1,94.32865279,0.528849118,0
ecelves,N,574,-0.338559025,1,122.5983645,0.646660646,0
echer,N,647.6842105,0.144848663,1,226.4348967,1.351294489,0
eching,N,832.1666667,1.351534065,0.631578947,284.8719527,1.353925784,0.48885153
ecios,N,617.1794872,-0.22724293,1,185.105215,0.959308619,0
ecipt,N,607.0277778,-0.170891766,0.973684211,150.1769406,0.745250217,0.162221421
ecis,N,532.1538462,-0.578610711,0.975,124.1574846,0.7004079,0.158113883
eclonsed,N,602.3513514,-0.077727732,0.95,140.9732473,0.755383692,0.220721428
ecols,N,574.0857143,-0.375769282,1,186.0870087,0.898558035,0
econds,N,594.4210526,-0.336857847,0.975,225.0241587,1.010094939,0.158113883
ecorm,N,606.8888889,-0.31545827,0.973684211,154.287816,0.550851407,0.162221421
ecours,N,636.3513514,-0.056315696,0.973684211,184.0107509,0.941749894,0.162221421
ecrus,N,555.3421053,-0.368757399,0.95,135.4382828,0.697719655,0.220721428
ecter,N,555.7692308,-0.432717315,0.975,128.8145263,0.703031303,0.158113883
ecters,N,573.85,-0.25839536,1,141.2077121,0.794366976,0
ecuke,N,571.1052632,-0.53576236,1,154.1150482,0.693226074,0
ecuked,N,541.1621622,-0.469299538,1,120.533424,0.872765512,0
ecukes,N,536.2564103,-0.591272026,1,126.2386458,0.673452042,0
edant,N,601.775,-0.242151542,1,172.1398489,0.751457095,0
edave,N,586.972973,-0.245210259,0.973684211,178.0091269,1.106680715,0.162221421
eddlem,N,574.4473684,-0.395589432,1,152.0826051,0.816432505,0
eddlems,N,582,-0.315561533,0.973684211,139.2735119,0.740250214,0.162221421
edgmic,N,569.8108108,-0.259729211,1,144.9643324,0.631366858,0
edid,N,553.7692308,-0.342965726,1,106.1906085,0.735632166,0
eding,N,662.225,0.317294362,1,191.0297987,1.108721418,0
edliste,N,562.1666667,-0.512638632,1,154.3592285,0.487932532,0
edtered,N,637.8947368,0.102910281,1,144.9998676,0.778310147,0
edunds,N,565.5945946,-0.463192131,1,142.4221931,0.609369294,0
edwing,N,614.6666667,-0.226111609,1,216.0267202,0.832236938,0
eebles,N,544.8,-0.390823922,1,151.9438493,0.931174131,0
eebull,N,541.8,-0.635407897,1,196.7014137,0.737924458,0
eeces,N,553.025,-0.521318908,1,182.9429626,1.014712183,0
eecing,N,581.2307692,-0.291692022,0.975,195.0019516,0.904480308,0.158113883
eectex,N,575.6315789,-0.206022599,1,162.9260189,1.064717759,0
eefs,N,579.875,-0.280361346,1,184.5172756,0.788998352,0
eegost,N,615.974359,-0.13693831,0.975,212.9917823,0.923526913,0.158113883
eeks,N,648.6363636,0.138746126,0.605263158,234.2447937,1.318270942,0.495355383
eelstrain,N,615.0512821,-0.193322431,1,176.2519054,0.732734305,0
eeps,N,558.8648649,-0.447250331,0.95,133.3116987,0.87504424,0.220721428
eer,N,574.5625,-0.19243159,0.846153846,190.267971,1.223395671,0.36313652
eesients,N,576.8684211,-0.415884675,1,157.4201078,0.65146617,0
eestros,N,538.2777778,-0.575935214,0.973684211,88.14229117,0.549512183,0.162221421
eetly,N,561.9,-0.376003051,1,162.5523663,0.853185958,0
eetseal,N,612.275,-0.273944671,1,226.4012761,0.864564535,0
effell,N,562.1621622,-0.550270156,1,137.1198814,0.690752426,0
effells,N,582.7368421,-0.496241925,1,171.6361148,0.770070985,0
effoles,N,541.35,-0.509320094,1,109.5661725,0.628787607,0
efrens,N,521.7631579,-0.672971888,1,82.41471733,0.454754368,0
efu,N,509,-0.775486488,1,106.840118,0.508492157,0
eggace,N,622.5526316,-0.091629658,1,170.7222649,0.792743773,0
eggaced,N,661.2702703,0.20168606,1,196.5745051,0.878267431,0
eggect,N,649.0789474,-0.00554597,1,222.2382921,0.82796049,0
eggete,N,589.475,-0.112427773,1,127.7900898,0.969954563,0
eggplills,N,689.8157895,0.295152933,1,220.3630733,0.892397706,0
egters,N,497.6410256,-0.698057618,1,77.80525188,0.40602052,0
eguet,N,535.7,-0.568237825,1,113.1201313,0.56472081,0
eheap,N,571.2972973,-0.489277309,0.973684211,136.5698569,0.602665218,0.162221421
eheaps,N,600.9189189,-0.164992587,0.973684211,149.2965688,0.890816825,0.162221421
ehus,N,532.9210526,-0.597892032,1,134.8673786,0.75679336,0
eich,N,543.3611111,-0.66803495,1,136.216037,0.742590242,0
eifers,N,528.4594595,-0.588629153,0.95,136.7348599,0.853924553,0.220721428
eiflash,N,582.7948718,-0.306262288,1,175.5101106,0.806761672,0
eify,N,527.7368421,-0.73897417,1,129.4799753,0.584723132,0
eightearch,N,763.4054054,0.74267785,0.973684211,206.8554863,0.950333854,0.162221421
eightnests,N,737.6857143,0.738306258,0.973684211,218.6571008,0.808261327,0.162221421
eigned,N,638.4210526,-0.086412694,1,241.2306994,0.979366409,0
eilthete,N,603.55,-0.103581752,1,112.6539858,0.753709776,0
eilthetes,N,569.4736842,-0.293716178,1,117.6763167,0.706962972,0
einbrow,N,606.375,-0.101671031,1,162.1462916,0.818559794,0
eint,N,527.4285714,-0.691385017,1,96.00989095,0.431924357,0
eints,N,575.5066667,-0.460202733,0.987179487,180.8667849,0.85898034,0.113227703
eir,N,593.1558442,-0.38081851,0.987179487,188.2295676,0.913189214,0.113227703
eirs,N,561.025641,-0.473300658,0.975,190.6206604,0.840266525,0.158113883
eirtioned,N,638.3421053,-0.066581418,1,151.3685812,0.634820452,0
eirtions,N,571.6216216,-0.359222465,0.95,140.0518458,0.705363492,0.220721428
eitbrows,N,643.3421053,-0.15614118,1,204.5681379,0.773898924,0
eize,N,608.6216216,-0.447940014,1,238.2827862,0.800419992,0
eized,N,544.4324324,-0.493306468,0.973684211,130.316184,0.827744268,0.162221421
eja,N,501.65,-0.760946436,1,92.54840729,0.619030156,0
ejalls,N,523.7179487,-0.665663659,1,88.1520662,0.487794635,0
ejuished,N,572.825,-0.298456257,1,153.4089369,0.852460293,0
ejuite,N,594.7631579,-0.247052774,1,186.9483863,0.776521359,0
ejuites,N,593.3611111,-0.294492022,0.973684211,183.3588445,0.777382176,0.162221421
ek,N,582.0810811,-0.299829858,0.973684211,168.8757562,0.709796509,0.162221421
eks,N,549.3333333,-0.468648067,0.974358974,131.3406272,0.70334021,0.159084963
elacs,N,555.0769231,-0.448878572,1,112.2690342,0.649444339,0
elait,N,564.8571429,-0.313422285,0.925,148.4764079,0.924398085,0.266746783
elant,N,583.3243243,-0.173704988,0.95,138.8838552,0.972373992,0.220721428
elapes,N,785.6774194,0.700976257,0.868421053,269.5121997,1.516195144,0.342569987
elare,N,624.8947368,-0.078474088,1,196.5515941,1.139114064,0
elasks,N,597.5,-0.225048308,1,231.040678,0.869816761,0
elasts,N,692.1470588,0.482918348,0.921052632,219.8758785,1.523094068,0.273276313
elaves,N,631.8461538,0.145349441,1,157.4006852,0.943798179,0
elawn,N,582.3,-0.408639221,1,220.7770891,0.810517496,0
elchills,N,571.3947368,-0.415288804,1,132.0185367,0.679907992,0
elded,N,731.0277778,0.590817043,0.975,300.0888903,1.44578282,0.158113883
eldees,N,606.025641,-0.167332154,0.975,184.5086629,0.793552515,0.158113883
eleck,N,568.5135135,-0.461654609,0.973684211,144.6506561,0.630501091,0.162221421
elecks,N,588.6857143,-0.336824334,0.947368421,133.9635094,0.750313789,0.226294286
elerres,N,576.4473684,-0.493455533,1,163.6226207,0.675008917,0
elerts,N,594.9142857,-0.074512344,0.925,161.9802768,0.799470311,0.266746783
elests,N,575.7368421,-0.296245489,1,140.7650302,0.882682355,0
elfen,N,598.6785714,-0.165965392,0.736842105,182.0956309,1.128072458,0.44625835
elfes,N,673.0588235,0.36191077,0.9,219.4000002,1.228200078,0.30382181
elfheams,N,587.8684211,-0.415311158,1,167.1167533,0.712151296,0
elfine,N,632.96875,-0.093485635,0.825,232.234515,0.912250627,0.384807644
elflead,N,590.2,-0.290419292,1,159.4436159,0.888560836,0
elfty,N,601.2564103,-0.036457545,1,166.2025901,0.880996938,0
elfy,N,627.8983051,0.023573789,0.782051282,227.5251934,1.166133155,0.415524575
elics,N,653.8684211,0.185098689,0.95,200.8998905,0.993604934,0.220721428
eliors,N,559.6052632,-0.551267375,1,142.7340258,0.62920047,0
elire,N,605.75,-0.258814139,0.947368421,206.6073398,0.812981102,0.226294286
elisks,N,558.4473684,-0.389833348,1,153.95589,0.998515764,0
elived,N,642.7027027,-0.056561853,0.973684211,204.4735605,0.802940149,0.162221421
elker,N,635.974359,-0.140006864,0.975,241.1668441,1.095561248,0.158113883
elkit,N,592.4594595,-0.401172551,1,180.9347019,0.857705231,0
elksup,N,546.725,-0.484102807,1,123.6689102,0.775615314,0
ellared,N,602.8378378,-0.323629345,1,204.8024134,0.783239562,0
