spelling,lexicality,rt,zscore,accuracy,rt.sd,zscore.sd,accuracy.sd
ellaste,N,593.8205128,-0.203319292,0.975,153.4683015,0.812761603,0.158113883
ellat,N,572.8108108,-0.34425959,0.973684211,162.3194446,1.020413722,0.162221421
ellei,N,525.3589744,-0.611787748,1,118.6739202,0.624373631,0
elleys,N,578.9473684,-0.28082515,0.975,137.1166297,0.72538606,0.158113883
ellies,N,652.25,0.006988607,0.9,161.2032213,0.804594991,0.30382181
elload,N,626.9166667,-0.274573618,0.973684211,251.7105339,0.859613104,0.162221421
ellode,N,655.975,-0.034975596,1,242.1241986,1.04711915,0
ellore,N,618.6285714,-0.279803538,0.947368421,266.5314335,1.011396856,0.226294286
eloche,N,604.6944444,-0.208016667,0.947368421,209.7404954,0.951732666,0.226294286
elock,N,561.9189189,-0.428672827,0.973684211,149.1882439,0.945183529,0.162221421
eloused,N,651.6666667,0.292826472,0.925,202.9607985,1.307210064,0.266746783
elsold,N,607.6216216,-0.21664693,1,182.8870859,1.052054441,0
elstess,N,538.1025641,-0.479888611,0.975,90.48489111,0.509780063,0.158113883
eltells,N,567.15,-0.395253735,1,153.1618132,0.719823024,0
eltend,N,616.1351351,-0.301858142,0.973684211,207.1101642,0.93333538,0.162221421
eltent,N,573.027027,-0.44268769,1,133.055228,0.56961749,0
eltiant,N,591.5675676,-0.293539427,1,172.8362328,0.578750752,0
elucks,N,546.1538462,-0.536406699,1,146.6547213,0.816863064,0
eluge,N,597.2857143,-0.311735745,0.921052632,163.9263772,0.789650855,0.273276313
elulls,N,544.7777778,-0.576637619,0.973684211,157.5978809,0.736240216,0.162221421
elurn,N,576.7777778,-0.451517942,1,156.3006464,0.748724901,0
elve,N,656,0.317980829,0.7,223.0366786,1.585485223,0.464095481
embecked,N,672.5833333,0.274217795,0.684210526,128.1537516,0.716093004,0.471069121
embence,N,663.6388889,0.183038918,0.95,141.0218125,0.736182431,0.220721428
embolf,N,619.2307692,-0.086438878,1,182.7167007,1.057409437,0
emboms,N,621.0263158,-0.0465629,1,120.4986233,0.788246669,0
emborked,N,698.7027027,0.28469963,0.975,197.335285,0.848747504,0.158113883
emborm,N,637.0526316,0.006360387,0.975,187.6877723,0.856578678,0.158113883
emboused,N,733.5972222,0.671998476,0.961538462,186.5394011,0.921005929,0.193552415
emboves,N,590.9736842,-0.238575598,0.975,169.0625163,0.862992771,0.158113883
embringed,N,784.9117647,0.93224519,0.921052632,192.5809342,0.950601401,0.273276313
emlers,N,556.5263158,-0.311680439,1,124.5679532,0.800200776,0
emmate,N,702.4324324,0.529529416,0.975,211.4728168,1.109605949,0.158113883
emmates,N,735.1612903,0.59947029,0.842105263,256.309461,1.154316901,0.369537021
emmied,N,667.25,-0.108362281,1,292.182465,1.005749382,0
emmies,N,632.9444444,-0.041645305,0.9,172.7248753,0.753445957,0.30382181
empay,N,614.8181818,0.098238104,0.9,177.7836562,1.031774189,0.30382181
empeed,N,686.8529412,0.186606436,0.947368421,333.0169831,1.076948532,0.226294286
emplip,N,579.0263158,-0.391687768,1,153.9412817,0.725953325,0
emplips,N,634.2631579,-0.081364609,1,176.2996044,0.887633263,0
emplived,N,591.8888889,-0.181806057,0.947368421,126.1291351,0.67326432,0.226294286
empter,N,831.4193548,0.918414802,0.842105263,300.8810146,1.228682938,0.369537021
empting,N,786.5833333,1.052597045,0.65,187.5964486,1.192146169,0.483045892
empy,N,687.5882353,0.489024135,0.875,127.8121533,0.779493281,0.334932064
emrow,N,591.1081081,-0.326303354,0.973684211,165.0913525,0.980686256,0.162221421
emrowed,N,625.1944444,-0.142675695,0.947368421,161.4933558,0.771152808,0.226294286
emshods,N,603.1052632,-0.379010275,1,282.7182524,0.870808401,0
emter,N,572.3513514,-0.313372313,0.973684211,123.7385721,0.921519295,0.162221421
enache,N,632.6571429,0.110678659,0.925,138.33377,0.736031924,0.266746783
enap,N,586.0789474,-0.280176925,1,152.598463,0.847277733,0
enbace,N,679.9459459,0.417156673,0.973684211,168.7030504,0.953303299,0.162221421
enbash,N,680,0.380667581,0.9,187.2269822,0.814953295,0.30382181
enbayed,N,678.1111111,0.396461024,0.947368421,170.2439892,1.09634056,0.226294286
enbead,N,653.3055556,0.279667583,1,191.9943183,1.038018625,0
enbeys,N,577.225,-0.311850147,1,145.7005161,0.824385075,0
enbi,N,540.8378378,-0.560860562,0.973684211,143.3254869,0.87063912,0.162221421
enboved,N,605.2051282,-0.068519237,1,146.8642731,0.734069755,0
enbuch,N,663.1315789,0.113219596,1,188.3638186,1.241667897,0
enbuy,N,573.8888889,-0.346194377,1,121.1866984,0.716611662,0
ence,N,603.0810811,-0.201145402,1,200.5455585,0.895133244,0
encenic,N,645.1025641,0.102194907,0.975,197.6377328,1.092966125,0.158113883
ench,N,557.8219178,-0.435689072,0.948717949,118.3375988,0.675223683,0.222000111
enchales,N,678.2121212,0.282492217,0.921052632,198.650094,0.855743777,0.273276313
enched,N,682.1621622,0.337540978,0.973684211,195.8316331,0.881761235,0.162221421
encheeched,N,705.6,0.503438564,0.973684211,202.6691305,1.084160632,0.162221421
enchers,N,579.1578947,-0.239211078,1,130.381877,0.737369564,0
enches,N,631.5897436,0.219253414,0.975,160.1306568,1.035297456,0.158113883
enchised,N,718.6944444,0.511559624,0.973684211,277.7077415,1.250734005,0.162221421
enchost,N,577.5263158,-0.301623515,1,122.3560902,0.571679077,0
enciyas,N,533.9230769,-0.594199868,1,100.7446968,0.556125257,0
enclacks,N,617.975,0.053109085,1,178.7002199,0.854415353,0
enclale,N,616.7428571,-0.140067335,0.921052632,130.493034,0.737392915,0.273276313
encorm,N,623.7435897,0.005887653,0.975,170.3392463,0.770058056,0.158113883
encoused,N,735.0333333,0.419889522,0.868421053,218.2215709,1.045350668,0.342569987
encu,N,624.3157895,-0.203038053,1,257.7001301,1.191977082,0
encuacs,N,569.4444444,-0.334230291,0.973684211,109.360856,0.703290828,0.162221421
encuan,N,597.5,-0.249290948,1,200.2693059,1.065533727,0
encuel,N,604.25,-0.204002334,1,178.0974596,1.099976567,0
encull,N,591.9210526,-0.230076409,0.975,142.7671288,0.809304588,0.158113883
encuous,N,661.7368421,0.344002303,1,177.5089924,1.096453459,0
endace,N,678.5277778,0.430824752,0.9,204.8509543,0.929440882,0.30382181
endaced,N,730.2857143,0.639480871,0.947368421,209.1046138,1.140104582,0.226294286
endanged,N,860.35,1.402815428,0.55,281.6678288,1.025551646,0.503831474
endaste,N,674.3421053,0.185668028,1,178.0173506,0.811473097,0
endate,N,779.1818182,0.883531654,0.868421053,273.4866832,1.402189287,0.342569987
enday,N,648.6315789,0.099542817,0.95,220.273469,0.930888804,0.220721428
endays,N,651.6,0.003722559,0.947368421,219.215607,0.746223121,0.226294286
endines,N,764.5675676,0.872186767,1,227.455434,1.074285587,0
endips,N,637.8571429,0.100935886,0.947368421,195.1474771,0.925869412,0.226294286
endlist,N,793.05,1.565652559,0.575,287.9944215,1.611931803,0.500640615
endlye,N,604.0512821,-0.201286988,1,163.1160305,0.795672473,0
endrauch,N,701.8684211,0.239828999,1,242.3861305,1.094377529,0
endrone,N,683.0588235,0.346627452,0.875,203.5628026,1.044363968,0.334932064
endules,N,736.2647059,0.610155699,0.947368421,168.4698172,0.827280764,0.226294286
endweres,N,575.95,-0.326011635,1,111.8176056,0.658926876,0
en_an,N,550.4,-0.530030236,1,158.0850851,0.906900382,0
enear,N,568.7027027,-0.50514049,0.973684211,157.8390293,0.525179852,0.162221421
enfayed,N,682.3076923,0.289838833,0.975,217.0197849,1.084459162,0.158113883
enfelle,N,592.0833333,-0.284138098,0.947368421,236.035757,0.913077763,0.226294286
enfemned,N,657.7894737,0.184756977,0.975,231.2071913,1.172118997,0.158113883
enferns,N,600.1538462,-0.168761136,1,159.5344441,0.744807508,0
enflence,N,656.1621622,0.131021518,0.95,156.2539801,0.705889476,0.220721428
enfops,N,573.7105263,-0.41511949,1,166.8446288,0.696404247,0
enfored,N,815.4285714,1.182582006,0.6,277.9418233,1.29682072,0.496138938
enfuy,N,538.125,-0.601712023,1,129.3623786,0.55464088,0
engald,N,669.7567568,0.240334105,0.973684211,198.9997774,1.27423312,0.162221421
engfrell,N,545.9736842,-0.579300905,1,150.8694597,0.441590677,0
enging,N,729.2567568,0.564275039,0.948717949,215.1718053,1.191520226,0.222000111
engliet,N,589.4473684,-0.308658804,1,216.3778848,0.83585347,0
engoiced,N,636,0.060308432,0.973684211,156.4192169,0.649974377,0.162221421
engosks,N,542.1621622,-0.599575724,1,113.5428244,0.512414438,0
engoun,N,600.3589744,-0.420969868,1,196.0828889,0.711684393,0
engract,N,642.9428571,0.114056223,0.921052632,161.735249,0.949495448,0.273276313
engreged,N,710.7777778,0.61767204,0.947368421,184.622257,1.119624982,0.226294286
engthes,N,610.65,-0.130740961,1,208.7805313,0.860920125,0
enies,N,625.6842105,-0.09254877,0.975,173.9016661,1.035461591,0.158113883
enjukes,N,595.9473684,-0.308564233,1,184.462103,0.755891324,0
enjumed,N,604.1538462,-0.183547664,1,184.098163,0.847832566,0
enjups,N,575.2631579,-0.456953149,1,180.8058066,0.770322172,0
enjurn,N,580.2647059,-0.339202019,0.921052632,146.0855517,0.84209773,0.273276313
enjushed,N,609.2571429,-0.176127119,1,166.5957317,0.800765422,0
enlaves,N,760.1,0.891097262,0.842105263,178.7649873,1.148114455,0.369537021
enlorsed,N,708.0857143,0.517838168,0.921052632,271.1725489,1.154393226,0.273276313
enloste,N,566.325,-0.384293512,1,126.2891244,0.602639174,0
enmast,N,679.8648649,0.228905902,0.95,273.7562949,1.330156722,0.220721428
enon,N,629.1842105,0.051032087,0.975,211.7223903,1.237342305,0.158113883
enpecked,N,664.2972973,0.203569329,0.973684211,239.2846822,1.204651796,0.162221421
enpil,N,582.4736842,-0.542613822,1,220.341349,0.624860497,0
enpils,N,566.1315789,-0.485594624,1,174.2054039,0.679285101,0
enplove,N,668.1111111,0.158637536,0.973684211,192.9673218,0.857240378,0.162221421
enrerned,N,663.3611111,0.014392745,1,216.4021591,0.789396042,0
ensade,N,720.3939394,0.600716716,0.868421053,254.9137035,1.3364777,0.342569987
ensah,N,556.8378378,-0.368832279,0.975,104.9800281,0.689643926,0.158113883
ensards,N,632.9210526,0.064880529,1,210.7885301,1.014279105,0
ensate,N,734.7368421,0.455847628,1,235.6521353,1.127024684,0
ensceured,N,734.9736842,0.517401337,1,262.8036454,1.017687329,0
enscide,N,647.6486486,0.177804852,0.975,202.4915933,0.924958468,0.158113883
ensconed,N,728.8928571,0.5054744,0.815789474,355.7765986,1.472736508,0.392859452
enscoved,N,710.2285714,0.487344328,0.973684211,243.2053218,1.115535031,0.162221421
enscrel,N,607.9736842,-0.092418326,0.975,155.8248301,0.870340206,0.158113883
ensese,N,607.0789474,-0.202241032,1,210.5167877,0.882036294,0
enshere,N,635.3055556,-0.105834934,0.973684211,177.2682905,0.80675598,0.162221421
enshrumns,N,659.6052632,0.025358023,1,296.502818,1.022314755,0
enshrures,N,613.1052632,-0.05138036,1,153.8363099,0.976566604,0
enskrilled,N,680.0512821,0.192471244,1,258.4797609,1.037585146,0
enskrined,N,676.6578947,0.1246995,1,251.0963287,1.214219762,0
ensle,N,546,-0.558062213,1,158.9628242,0.673571229,0
enslose,N,670.7435897,0.245052094,0.975,226.8128974,1.088699343,0.158113883
ensmied,N,608.5945946,-0.225481788,1,204.5114041,0.690672491,0
ensmies,N,634.8421053,-0.002426108,1,185.587384,1.162668478,0
ensored,N,721.2727273,0.780143324,0.875,163.6893538,0.880544842,0.334932064
ensosed,N,662.7567568,0.224709917,0.95,180.3832964,1.035427748,0.220721428
ensosks,N,562.65,-0.461400076,1,142.864029,0.736214489,0
ensown,N,617.4444444,-0.063639701,0.947368421,175.5649565,0.805617182,0.226294286
enspiss,N,627.8205128,-0.042241051,1,208.6929086,0.670752119,0
enspissed,N,651.6315789,0.146300727,0.975,154.8316297,0.680119687,0.158113883
enstacked,N,726.0555556,0.633131035,0.973684211,246.0532979,1.114947838,0.162221421
enstailed,N,761.0588235,0.740107785,0.923076923,209.1587901,0.855305828,0.268194094
enstand,N,621.9722222,0.067836364,0.95,211.0077163,1.253159178,0.220721428
enstares,N,691.1764706,0.402824835,0.9,227.7975537,1.2526347,0.30382181
enstarn,N,630.0540541,-0.24871531,0.973684211,225.7562533,0.624673634,0.162221421
enstaves,N,844.21875,1.042700014,0.868421053,333.5998892,1.431935737,0.342569987
enstop,N,613.5833333,-0.047383442,0.947368421,176.8856572,1.09947676,0.226294286
enstroned,N,693.2222222,0.283937218,0.925,213.011081,0.962915012,0.266746783
entave,N,644.3243243,0.107916119,0.95,152.428135,0.684376244,0.220721428
entaved,N,669,0.11939833,0.875,275.6996448,0.778176025,0.334932064
entei,N,572.5,-0.490799945,1,138.4076919,0.741709719,0
entes,N,597.2222222,-0.17226019,0.947368421,164.9251105,0.903941152,0.226294286
enthride,N,764.0285714,0.590430235,0.921052632,314.9797833,1.284830138,0.273276313
enths,N,560.55,-0.432567273,1,161.2699521,0.844440076,0
entians,N,630.8285714,-0.009370153,0.973684211,154.0377123,0.797645708,0.162221421
entipsed,N,658.0512821,0.258411071,1,155.8653178,1.004767899,0
entol,N,648.0294118,0.10291264,0.894736842,194.8683293,1.249647984,0.311011748
entott,N,523.4,-0.676709318,1,103.4050537,0.552006319,0
entrinds,N,709,0.334043928,0.868421053,303.2700277,1.133400952,0.342569987
entrosks,N,627.1621622,-0.231913488,0.973684211,246.6508456,0.900104741,0.162221421
entrouched,N,855.3571429,1.189527995,0.75,289.735539,1.05954906,0.43852901
entuel,N,642.4166667,-0.039613029,0.947368421,187.1644617,0.789752588,0.226294286
entugned,N,590.7027027,-0.275113757,1,132.1703162,0.68977322,0
entwees,N,571.9459459,-0.381693999,1,197.0100034,0.880394094,0
entwipped,N,730.9189189,0.389531819,0.973684211,262.5454858,1.08976147,0.162221421
entwired,N,749.6176471,0.674721301,0.921052632,271.3359781,1.121404089,0.273276313
entwised,N,668.9166667,0.414488572,0.95,179.5534739,1.249640791,0.220721428
envede,N,617.4324324,-0.091920363,0.95,171.3963147,0.773564307,0.220721428
envedes,N,675.0526316,0.238585144,0.975,230.5808116,1.172580446,0.158113883
envere,N,623.972973,0.110748711,1,158.8156665,1.052995413,0
enverent,N,651.3888889,0.150649118,0.925,178.6483022,0.875027761,0.266746783
enveres,N,594.3611111,-0.150762043,0.947368421,161.5975871,1.070912571,0.226294286
envide,N,712.40625,0.538114619,0.868421053,190.4391969,0.905641249,0.342569987
envists,N,694.8888889,0.330060879,0.868421053,280.8109593,1.167517283,0.342569987
enwe,N,551.3947368,-0.400484469,1,133.0111841,1.150602618,0
enwince,N,656.5142857,0.230710768,0.921052632,211.2682114,1.278354967,0.273276313
enwinced,N,712.5757576,0.506641963,0.925,219.8230866,1.048887566,0.266746783
enwrove,N,576.0540541,-0.355769249,1,164.7054519,0.689571246,0
enwroves,N,622.1052632,-0.092761278,1,195.6489948,0.946013827,0
enyacs,N,545.4210526,-0.602577435,1,145.910493,0.602088769,0
enyans,N,591,-0.133460006,0.975,161.8815049,1.005241398,0.158113883
enyls,N,521.3,-0.676959707,1,92.92930867,0.478225664,0
enzikes,N,561.3421053,-0.537176812,1,172.9043285,0.645632719,0
enzuke,N,541.7179487,-0.558844444,0.975,124.0871826,0.659789354,0.158113883
eoes,N,600.4871795,-0.146574029,1,137.7431021,0.827953703,0
eoo,N,566.8,-0.321487039,1,113.9887984,0.897419447,0
eopes,N,544.474359,-0.548157673,1,137.9334231,0.649246754,0
epe,N,562.88,-0.461646695,0.974358974,147.9883998,0.759450437,0.159084963
epes,N,584.25,-0.26135618,1,168.4744141,0.898696945,0
epped,N,596.5405405,-0.228476105,0.925,125.9575754,0.782227332,0.266746783
epplux,N,549.825,-0.567917434,1,176.0819867,0.951981796,0
equade,N,733.9677419,0.665447859,0.842105263,180.7535124,0.931344953,0.369537021
eque,N,605.2368421,-0.289399303,1,252.3934546,0.756325497,0
equished,N,748.09375,0.63270384,0.894736842,252.4213527,1.084558471,0.311011748
erbide,N,579.8333333,-0.370153264,0.973684211,141.6221331,0.770748841,0.162221421
erbies,N,594.1578947,-0.316890793,1,120.4302033,0.597038017,0
erbing,N,597.2933333,-0.178438024,0.961538462,169.9980742,0.84750397,0.193552415
erbled,N,580.1891892,-0.438038788,0.973684211,166.3032434,0.709669565,0.162221421
erblit,N,591.3157895,-0.484863282,1,230.0262153,0.785307808,0
erbort,N,574.1025641,-0.392529558,1,181.1464651,0.892813179,0
ercide,N,617.1842105,-0.293886435,1,161.2756337,0.508444433,0
erclalks,N,542.0526316,-0.684934766,1,119.1117911,0.518048523,0
erclanged,N,632.8421053,-0.037833131,1,150.5700028,0.769477596,0
erclude,N,692.9166667,0.134281229,1,311.2670305,1.123052516,0
ercude,N,584.6,-0.247287274,1,147.2717356,0.849494246,0
erdry,N,579.6052632,-0.548503667,1,167.1281333,0.722471493,0
erdstant,N,572.8684211,-0.450387537,1,147.0041682,0.711622433,0
erdstants,N,628.974359,0.065445462,0.975,194.5586757,0.994595932,0.158113883
erdy,N,544.5128205,-0.469759159,1,100.3233907,0.529248446,0
erfel,N,508.525,-0.759930549,1,100.0574162,0.368182328,0
erfels,N,544.7692308,-0.539300244,1,126.5325965,0.580788916,0
erfess,N,587.2368421,-0.385309568,1,173.3481786,0.893408333,0
erfutz,N,549.875,-0.447306913,1,187.3156102,0.982384874,0
ergrange,N,715.1944444,0.402654933,1,174.5202108,0.818821353,0
erions,N,589.1842105,-0.3193976,1,152.233259,0.856828779,0
erkleme,N,541.7631579,-0.588099953,1,182.0083803,0.665429575,0
ermied,N,620.027027,-0.122058154,1,149.4594866,0.885664879,0
ermies,N,626.5675676,-0.2093675,0.973684211,188.1031839,0.654312811,0.162221421
ermocks,N,603.1621622,-0.480326748,0.973684211,227.8436981,0.749157148,0.162221421
ernect,N,682.8888889,0.216900782,1,198.022766,0.990472575,0
ernel,N,556.5263158,-0.456723081,1,109.8757866,0.572846464,0
ernelled,N,582.2432432,-0.240661575,1,146.7945286,0.651959524,0
ernels,N,581.7105263,-0.360609855,1,139.9009124,0.797735338,0
erone,N,567.6153846,-0.360286647,1,127.5633208,0.615415532,0
erons,N,596.4705882,-0.215466264,0.947368421,161.7491952,0.838178537,0.226294286
erpalve,N,571.5641026,-0.307835775,1,133.6168511,0.81485737,0
erpects,N,605.0512821,-0.141608077,0.975,181.9793147,0.935882307,0.158113883
erpells,N,528.8157895,-0.797482025,1,150.7503494,0.44552722,0
erpends,N,563.55,-0.453710648,1,206.2960221,0.769193458,0
erperve,N,559.6923077,-0.430996854,1,165.9419927,0.699629547,0
erpiced,N,650.6315789,0.092091843,1,180.0458532,0.769162234,0
erpis,N,548.575,-0.60391631,1,139.0697828,0.74157621,0
erplails,N,540.3684211,-0.659471996,1,136.2690941,0.44092383,0
erplonts,N,530.7837838,-0.576045845,1,90.19335253,0.488171057,0
erplosks,N,566.675,-0.432545037,1,185.6615873,0.833571206,0
erplott,N,545.9487179,-0.470119029,0.975,126.0118935,0.724786606,0.158113883
erpoints,N,593.4615385,-0.166949192,1,127.6110138,0.728458381,0
erpol,N,548.8,-0.502958009,1,167.6971018,0.975828806,0
erpoles,N,630.5833333,-0.129182077,0.973684211,188.7064803,0.790139062,0.162221421
erpolled,N,572.9,-0.311573442,1,174.9768922,0.795325014,0
erpols,N,528.6315789,-0.721837498,1,85.36295198,0.400014763,0
erpone,N,602.5,-0.237944773,1,182.4810492,0.822903298,0
erpumes,N,587.55,-0.296581823,1,182.7465598,1.014434705,0
erpurned,N,614.0263158,-0.1492415,0.975,162.8523601,0.849561521,0.158113883
erreem,N,524.7948718,-0.655548282,1,146.6169696,0.790432866,0
errock,N,508.325,-0.646927903,1,81.57437616,0.516451531,0
errocks,N,612.1621622,-0.244967356,0.973684211,201.9779297,0.919856557,0.162221421
errose,N,697.6764706,0.331288469,0.947368421,249.5786413,1.184282251,0.226294286
erso,N,608.4285714,-0.218165762,0.875,210.586476,1.032595924,0.334932064
erspete,N,526.675,-0.664493337,1,141.8656619,0.432052602,0
erspetes,N,565.775,-0.438517106,1,162.2921531,0.664793286,0
erstain,N,619.4358974,-0.0525582,0.975,134.0841831,0.961867131,0.158113883
erstained,N,701.5675676,0.333523775,1,257.8434646,1.166235985,0
ersused,N,619.5405405,-0.079614742,0.975,214.3787659,1.090341635,0.158113883
ertcume,N,582.7894737,-0.339594597,1,156.2866663,0.915753908,0
ertets,N,581.6388889,-0.253627634,1,115.2545389,0.78608662,0
erthwhare,N,636.3513514,0.187631311,0.973684211,143.5177527,0.937402189,0.162221421
