,ID,sender,sender_type,sender_id,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,response,response_action,prime,target,condition,soa_condition,congruence,correct_response,correctResponse,correct
509,4480,target,canvas.Screen,12_1_0_15_5,response,712.0,252358.0,252358.0,252392.0,253070.0,253075.00000000003,2024-09-12T08:25:37.944Z,253125.0,response_natural,n,bunny,ROSE,Inc_Nat_Nat,long,incongruent,m,m,False
516,4480,target,canvas.Screen,12_1_0_16_5,response,945.0,253925.0,253925.0,253959.0,254870.0,254874.0,2024-09-12T08:25:39.743Z,254925.0,response_manmade,m,bell,WHEEL,Inc_Synth_Synth,long,incongruent,m,m,True
523,4480,target,canvas.Screen,12_1_0_17_5,response,1291.0,255726.0,255726.0,255758.0,257017.0,257021.00000000003,2024-09-12T08:25:41.890Z,257075.0,response_manmade,m,clam,CLAM,Con_Nat,long,congruent,n,n,False
530,4480,target,canvas.Screen,12_1_0_18_5,response,700.0,257875.0,257875.0,257909.0,258575.0,258579.99999999997,2024-09-12T08:25:43.449Z,258625.0,response_natural,n,ocean,TREE,Inc_Nat_Nat,long,incongruent,m,m,False
537,4480,target,canvas.Screen,12_1_0_19_5,response,1101.0,259425.0,259425.0,259459.0,260526.0,260530.00000000003,2024-09-12T08:25:45.399Z,260575.0,response_manmade,m,taxi,CHAIN,Inc_Synth_Synth,long,incongruent,m,m,True
544,4480,target,canvas.Screen,12_1_0_20_5,response,702.0000000000291,261377.0,261376.0,261409.0,262078.00000000003,262082.0,2024-09-12T08:25:46.951Z,262126.0,response_natural,n,earth,EARTH,Con_Nat,long,congruent,n,n,True
551,4480,target,canvas.Screen,12_1_0_21_5,response,682.0,262927.0,262926.0,262958.0,263608.0,263613.0,2024-09-12T08:25:48.482Z,263659.0,response_manmade,m,roof,PIANO,Inc_Synth_Synth,long,incongruent,m,m,True
558,4480,target,canvas.Screen,12_1_0_22_5,response,738.0,264458.0,264458.0,264491.0,265196.0,265201.0,2024-09-12T08:25:50.070Z,265242.0,response_manmade,m,ferry,FERRY,Con_Synth,long,congruent,m,m,True
565,4480,target,canvas.Screen,12_1_0_23_5,response,746.0,266043.0,266042.0,266075.0,266788.0,266792.00000000006,2024-09-12T08:25:51.662Z,266842.0,response_manmade,m,linen,LINEN,Con_Synth,long,congruent,m,m,True
572,4480,target,canvas.Screen,12_1_0_24_5,response,1018.0,267643.0,267642.0,267675.0,268660.0,268665.0,2024-09-12T08:25:53.534Z,268709.0,response_natural,n,pear,PEAR,Con_Nat,long,congruent,n,n,True
579,4480,target,canvas.Screen,12_1_0_25_5,response,862.0,269509.0,269509.0,269542.0,270371.0,270375.0,2024-09-12T08:25:55.244Z,270425.0,response_natural,n,shark,HILL,Inc_Nat_Nat,long,incongruent,m,m,False
586,4480,target,canvas.Screen,12_1_0_26_5,response,652.0,271225.0,271225.0,271259.0,271877.0,271882.0,2024-09-12T08:25:56.751Z,271925.0,response_manmade,m,stair,STAIR,Con_Synth,long,congruent,m,m,True
593,4480,target,canvas.Screen,12_1_0_27_5,response,636.0,272726.0,272725.0,272758.0,273361.0,273366.0,2024-09-12T08:25:58.235Z,273408.0,response_natural,n,soap,PONY,Inc_Synth_Nat,long,incongruent,n,n,True
600,4480,target,canvas.Screen,12_1_0_28_5,response,858.0000000000582,274209.0,274208.0,274242.0,275066.00000000006,275071.0,2024-09-12T08:25:59.940Z,275125.0,response_natural,n,fruit,BEAR,Inc_Nat_Nat,long,incongruent,m,m,False
607,4480,target,canvas.Screen,12_1_0_29_5,response,1093.0,275925.0,275924.0,275958.0,277017.0,277022.0,2024-09-12T08:26:01.891Z,277075.0,response_manmade,m,desk,CANDY,Inc_Synth_Synth,long,incongruent,m,m,True
614,4480,target,canvas.Screen,12_1_0_30_5,response,1307.0,277876.00000000006,277875.0,277909.0,279182.0,279188.0,2024-09-12T08:26:04.057Z,279242.0,response_natural,n,tongs,TONGS,Con_Synth,long,congruent,m,m,False
621,4480,target,canvas.Screen,12_1_0_31_5,response,693.0,280042.00000000006,280042.0,280075.0,280735.0,280740.0,2024-09-12T08:26:05.609Z,280792.0,response_manmade,m,jeans,JEANS,Con_Synth,long,congruent,m,m,True
628,4480,target,canvas.Screen,12_1_0_32_5,response,797.0000000000582,281591.0,281591.0,281624.0,282388.00000000006,282393.0,2024-09-12T08:26:07.262Z,282441.0,response_natural,n,swan,SWAN,Con_Nat,long,congruent,n,n,True
635,4480,target,canvas.Screen,12_1_0_33_5,response,700.0,283243.0,283242.0,283274.0,283942.0,283947.0,2024-09-12T08:26:08.816Z,283992.0,response_manmade,m,hare,HARE,Con_Nat,long,congruent,n,n,False
642,4480,target,canvas.Screen,12_1_0_34_5,response,713.0,284793.0,284792.0,284824.0,285505.0,285510.0,2024-09-12T08:26:10.379Z,285558.0,response_manmade,m,flood,SKIRT,Inc_Nat_Synth,long,incongruent,m,m,True
649,4480,target,canvas.Screen,12_1_0_35_5,response,1589.0,286358.0,286358.0,286392.0,287947.0,287952.0,2024-09-12T08:26:12.821Z,287992.0,response_manmade,m,eagle,WAGON,Inc_Nat_Synth,long,incongruent,m,m,True
656,4480,target,canvas.Screen,12_1_0_36_5,response,925.0,288793.0,288792.0,288824.0,289717.0,289722.0,2024-09-12T08:26:14.591Z,289775.0,response_manmade,m,stick,STICK,Con_Nat,long,congruent,n,n,False
663,4480,target,canvas.Screen,12_1_0_37_5,response,629.0,290576.0,290575.0,290608.0,291204.0,291209.0,2024-09-12T08:26:16.078Z,291258.0,response_natural,n,fort,GOAT,Inc_Synth_Nat,long,incongruent,n,n,True
670,4480,target,canvas.Screen,12_1_0_38_5,response,1046.0,292058.0,292057.0,292091.0,293103.0,293108.0,2024-09-12T08:26:17.977Z,293157.0,response_natural,n,peas,PEAS,Con_Nat,long,congruent,n,n,True
677,4480,target,canvas.Screen,12_1_0_39_5,response,591.0,293958.0,293958.0,293992.0,294549.0,294554.00000000006,2024-09-12T08:26:19.423Z,294608.0,response_natural,n,stove,STOVE,Con_Synth,long,congruent,m,m,False
684,4480,target,canvas.Screen,12_1_0_40_5,response,753.0,295409.0,295408.0,295442.0,296161.0,296166.0,2024-09-12T08:26:21.035Z,296208.0,response_natural,n,barn,TUNA,Inc_Synth_Nat,long,incongruent,n,n,True
691,4480,target,canvas.Screen,12_1_0_41_5,timeout,2017.0,297009.0,297009.0,297041.0,299024.0,299025.00000000006,2024-09-12T08:26:23.894Z,299058.0,,,bowl,WOLF,Inc_Synth_Nat,long,incongruent,n,,False
698,4480,target,canvas.Screen,12_1_0_42_5,response,734.0,299859.0,299858.0,299891.0,300592.0,300596.0,2024-09-12T08:26:25.465Z,300641.0,response_manmade,m,wheat,BRICK,Inc_Nat_Synth,long,incongruent,m,m,True
705,4480,target,canvas.Screen,12_1_0_43_5,response,1182.0,301442.0,301441.0,301475.0,302623.0,302628.0,2024-09-12T08:26:27.497Z,302675.0,response_manmade,m,canon,CANON,Con_Synth,long,congruent,m,m,True
712,4480,target,canvas.Screen,12_1_0_44_5,response,780.0,303475.0,303475.0,303508.0,304255.0,304259.0,2024-09-12T08:26:29.129Z,304308.0,response_natural,n,lemon,DUCK,Inc_Nat_Nat,long,incongruent,m,m,False
719,4480,target,canvas.Screen,12_1_0_45_5,response,818.0,305109.0,305108.0,305141.0,305926.0,305931.0,2024-09-12T08:26:30.800Z,305975.0,response_manmade,m,arrow,ARROW,Con_Synth,long,congruent,m,m,True
726,4480,target,canvas.Screen,12_1_0_46_5,response,1317.0,306775.00000000006,306774.0,306808.0,308091.0,308095.0,2024-09-12T08:26:32.964Z,308141.0,response_manmade,m,moss,MOSS,Con_Nat,long,congruent,n,n,False
733,4480,target,canvas.Screen,12_1_0_47_5,response,1576.0,308942.0,308942.0,308975.0,310518.0,310522.0,2024-09-12T08:26:35.391Z,310574.0,response_manmade,m,shell,DIRT,Inc_Nat_Nat,long,incongruent,m,m,True
740,4480,target,canvas.Screen,12_1_0_48_5,response,529.0,311375.0,311375.0,311408.0,311904.0,311908.0,2024-09-12T08:26:36.777Z,311957.0,response_natural,n,reef,REEF,Con_Nat,long,congruent,n,n,True
747,4480,target,canvas.Screen,12_1_0_49_5,response,1089.0,312758.0,312757.0,312791.0,313846.0,313850.0,2024-09-12T08:26:38.719Z,313891.0,response_natural,n,sheep,BULL,Inc_Nat_Nat,long,incongruent,m,m,False
754,4480,target,canvas.Screen,12_1_0_50_5,response,1106.0,314691.00000000006,314691.0,314725.0,315797.0,315802.0,2024-09-12T08:26:40.671Z,315841.0,response_manmade,m,moose,PORCH,Inc_Nat_Synth,long,incongruent,m,m,True
761,4480,target,canvas.Screen,12_1_0_51_5,response,598.0000000000582,316641.0,316641.0,316675.0,317239.00000000006,317244.0,2024-09-12T08:26:42.113Z,317290.0,response_manmade,m,deck,PLATE,Inc_Synth_Synth,long,incongruent,m,m,True
768,4480,target,canvas.Screen,12_1_0_52_5,response,759.0,318091.0,318091.0,318124.0,318850.0,318854.0,2024-09-12T08:26:43.723Z,318907.0,response_manmade,m,flask,FLASK,Con_Synth,long,congruent,m,m,True
775,4480,target,canvas.Screen,12_1_0_53_5,response,1519.0,319710.0,319709.0,319741.0,321228.0,321233.0,2024-09-12T08:26:46.102Z,321274.0,response_manmade,m,cake,TRASH,Inc_Synth_Synth,long,incongruent,m,m,True
782,4480,target,canvas.Screen,12_1_0_54_5,response,1329.0,322075.0,322075.0,322108.0,323404.0,323409.0,2024-09-12T08:26:48.278Z,323458.0,response_manmade,m,canoe,CANOE,Con_Synth,long,congruent,m,m,True
789,4480,target,canvas.Screen,12_1_0_55_5,response,582.0000000000582,324259.0,324258.0,324290.0,324840.00000000006,324845.0,2024-09-12T08:26:49.714Z,324890.0,response_manmade,m,olive,MOTOR,Inc_Nat_Synth,long,incongruent,m,m,True
796,4480,target,canvas.Screen,12_1_0_56_5,response,572.0,325691.00000000006,325690.0,325724.0,326262.0,326267.0,2024-09-12T08:26:51.136Z,326308.0,response_natural,n,sink,LAMB,Inc_Synth_Nat,long,incongruent,n,n,True
803,4480,target,canvas.Screen,12_1_0_57_5,response,587.0,327109.0,327108.0,327140.0,327695.0,327700.0,2024-09-12T08:26:52.569Z,327741.0,response_manmade,m,scarf,SCARF,Con_Synth,long,congruent,m,m,True
810,4480,target,canvas.Screen,12_1_0_58_5,response,1111.0,328542.00000000006,328541.0,328575.0,329652.0,329657.0,2024-09-12T08:26:54.526Z,329708.0,response_natural,n,slug,SLUG,Con_Nat,long,congruent,n,n,True
817,4480,target,canvas.Screen,12_1_0_59_5,response,863.0,330509.0,330508.0,330541.0,331371.0,331376.00000000006,2024-09-12T08:26:56.245Z,331424.0,response_manmade,m,shoe,COUCH,Inc_Synth_Synth,long,incongruent,m,m,True
41,4479,target,canvas.Screen,12_0_0_0_5,response,947.5000000476866,41372.0,41370.9,41387.2,42334.700000047684,42335.59999990463,2024-09-12T08:23:58.097Z,42357.3,response_natural,n,stick,STICK,Con_Nat,long,congruent,n,n,True
48,4479,target,canvas.Screen,12_0_0_1_5,response,595.0999999523192,43071.09999990463,43070.4,43087.7,43682.799999952316,43684.5,2024-09-12T08:23:59.446Z,43687.0,response_natural,n,shark,HILL,Inc_Nat_Nat,long,incongruent,m,m,False
55,4479,target,canvas.Screen,12_0_0_2_5,response,546.5999998569459,44387.59999990463,44387.0,44403.8,44950.39999985695,44950.89999985695,2024-09-12T08:24:00.712Z,44953.6,response_natural,n,earth,EARTH,Con_Nat,long,congruent,n,n,True
62,4479,target,canvas.Screen,12_0_0_3_5,response,727.9000000476808,45654.0,45653.7,45670.3,46398.200000047684,46400.200000047684,2024-09-12T08:24:02.162Z,46403.6,response_natural,n,pipe,LION,Inc_Synth_Nat,long,incongruent,n,n,True
69,4479,target,canvas.Screen,12_0_0_4_5,response,607.0999999523192,47110.799999952316,47103.6,47120.2,47727.299999952316,47728.39999985695,2024-09-12T08:24:03.490Z,47737.1,response_manmade,m,wire,CABIN,Inc_Synth_Synth,long,incongruent,m,m,True
76,4479,target,canvas.Screen,12_0_0_5_5,response,686.3000000000029,48437.89999985695,48437.0,48453.7,49140.0,49140.89999985695,2024-09-12T08:24:04.902Z,49153.6,response_manmade,m,flute,FLUTE,Con_Synth,long,congruent,m,m,True
83,4479,target,canvas.Screen,12_0_0_6_5,response,671.2999999523163,49854.299999952316,49853.6,49870.5,50541.799999952316,50542.39999985695,2024-09-12T08:24:06.304Z,50553.7,response_manmade,m,deck,PLATE,Inc_Synth_Synth,long,incongruent,m,m,True
90,4479,target,canvas.Screen,12_0_0_7_5,response,743.5000000476866,51254.39999985695,51253.5,51270.2,52013.700000047684,52014.5,2024-09-12T08:24:07.776Z,52020.2,response_manmade,m,desk,CANDY,Inc_Synth_Synth,long,incongruent,m,m,True
97,4479,target,canvas.Screen,12_0_0_8_5,response,797.7999998569503,52721.09999990463,52720.4,52737.1,53534.89999985695,53535.89999985695,2024-09-12T08:24:09.297Z,53559.0,response_natural,n,plum,PLUM,Con_Nat,long,congruent,n,n,True
104,4479,target,canvas.Screen,12_0_0_9_5,response,1075.0999999523192,54271.0,54270.2,54286.7,55361.799999952316,55362.59999990463,2024-09-12T08:24:11.124Z,55370.1,response_natural,n,soap,PONY,Inc_Synth_Nat,long,incongruent,n,n,True
111,4479,target,canvas.Screen,12_0_0_10_5,response,813.3000000000029,56071.0,56070.4,56086.7,56900.0,56901.799999952316,2024-09-12T08:24:12.663Z,56925.7,response_manmade,m,canoe,CANOE,Con_Synth,long,congruent,m,m,True
118,4479,target,canvas.Screen,12_0_0_11_5,response,672.4999999523134,57640.700000047684,57636.8,57653.3,58325.799999952316,58326.799999952316,2024-09-12T08:24:14.088Z,58336.8,response_natural,n,sink,LAMB,Inc_Synth_Nat,long,incongruent,n,n,True
125,4479,target,canvas.Screen,12_0_0_12_5,response,591.0999999999985,59038.09999990463,59037.0,59053.4,59644.5,59645.700000047684,2024-09-12T08:24:15.407Z,59653.3,response_manmade,m,apron,APRON,Con_Synth,long,congruent,m,m,True
132,4479,target,canvas.Screen,12_0_0_13_5,response,552.499999904634,60354.200000047684,60353.4,60370.1,60922.59999990463,60923.799999952316,2024-09-12T08:24:16.689Z,60936.7,response_natural,n,stone,STONE,Con_Nat,long,congruent,n,n,True
139,4479,target,canvas.Screen,12_0_0_14_5,response,598.3999999523148,61642.5,61636.6,61653.4,62251.799999952316,62253.09999990463,2024-09-12T08:24:18.018Z,62286.7,response_manmade,m,roof,PIANO,Inc_Synth_Synth,long,incongruent,m,m,True
146,4479,target,canvas.Screen,12_0_0_15_5,response,536.6999999523177,63021.799999952316,63020.0,63036.6,63573.299999952316,63574.09999990463,2024-09-12T08:24:19.339Z,63586.6,response_manmade,m,flask,FLASK,Con_Synth,long,congruent,m,m,True
153,4479,target,canvas.Screen,12_0_0_16_5,response,692.5,64321.0,64320.1,64337.0,65029.5,65030.59999990463,2024-09-12T08:24:20.796Z,65036.6,response_natural,n,mall,BUSH,Inc_Synth_Nat,long,incongruent,n,n,True
160,4479,target,canvas.Screen,12_0_0_17_5,response,614.5999999523192,65789.79999995232,65786.8,65805.7,66420.29999995232,66421.5,2024-09-12T08:24:22.187Z,66436.8,response_manmade,m,arrow,ARROW,Con_Synth,long,congruent,m,m,True
167,4479,target,canvas.Screen,12_0_0_18_5,response,695.2000000476837,67187.5,67186.7,67203.5,67898.70000004768,67899.70000004768,2024-09-12T08:24:23.665Z,67903.2,response_natural,n,bunny,ROSE,Inc_Nat_Nat,long,incongruent,m,m,False
174,4479,target,canvas.Screen,12_0_0_19_5,response,562.1999999999971,68637.29999995232,68636.6,68653.3,69215.5,69216.20000004768,2024-09-12T08:24:24.981Z,69219.9,response_manmade,m,broom,BROOM,Con_Synth,long,congruent,m,m,True
181,4479,target,canvas.Screen,12_0_0_20_5,response,628.4999999046267,69970.79999995232,69970.0,69986.6,70615.09999990463,70616.20000004768,2024-09-12T08:24:26.381Z,70620.0,response_natural,n,moss,MOSS,Con_Nat,long,congruent,n,n,True
188,4479,target,canvas.Screen,12_0_0_21_5,response,632.9999998569547,71370.89999985695,71370.1,71386.4,72019.39999985695,72020.5,2024-09-12T08:24:27.786Z,72037.2,response_manmade,m,cake,TRASH,Inc_Synth_Synth,long,incongruent,m,m,True
195,4479,target,canvas.Screen,12_0_0_22_5,response,856.0000000476866,72771.20000004768,72770.1,72786.7,73642.70000004768,73643.89999985695,2024-09-12T08:24:29.409Z,73653.8,response_manmade,m,stove,STOVE,Con_Synth,long,congruent,m,m,True
202,4479,target,canvas.Screen,12_0_0_23_5,response,652.5000000476866,74404.0,74403.2,74419.7,75072.20000004768,75073.09999990463,2024-09-12T08:24:30.838Z,75086.6,response_manmade,m,olive,MOTOR,Inc_Nat_Synth,long,incongruent,m,m,True
209,4479,target,canvas.Screen,12_0_0_24_5,response,746.3999999046355,75837.39999985695,75836.6,75853.2,76599.59999990463,76600.59999990463,2024-09-12T08:24:32.366Z,76603.0,response_natural,n,bowl,WOLF,Inc_Synth_Nat,long,incongruent,n,n,True
216,4479,target,canvas.Screen,12_0_0_25_5,response,948.0999999523192,77362.39999985695,77353.2,77369.7,78317.79999995232,78318.70000004768,2024-09-12T08:24:34.084Z,78343.9,response_manmade,m,canon,CANON,Con_Synth,long,congruent,m,m,True
223,4479,target,canvas.Screen,12_0_0_26_5,response,783.0000000476866,79103.70000004768,79102.9,79119.7,79902.70000004768,79903.59999990463,2024-09-12T08:24:35.669Z,79919.6,response_natural,n,crate,CRATE,Con_Synth,long,congruent,m,m,False
230,4479,target,canvas.Screen,12_0_0_27_5,response,582.4999998569547,80670.79999995232,80670.0,80686.4,81268.89999985695,81270.20000004768,2024-09-12T08:24:37.035Z,81286.5,response_manmade,m,sheep,BULL,Inc_Nat_Nat,long,incongruent,m,m,True
237,4479,target,canvas.Screen,12_0_0_28_5,response,673.3000000000029,82037.39999985695,82036.3,82053.2,82726.5,82728.70000004768,2024-09-12T08:24:38.494Z,82736.2,response_manmade,m,stair,STAIR,Con_Synth,long,congruent,m,m,True
244,4479,target,canvas.Screen,12_0_0_29_5,response,610.2999999523163,83487.20000004768,83486.5,83503.5,84113.79999995232,84114.89999985695,2024-09-12T08:24:39.880Z,84119.5,response_natural,n,clam,CLAM,Con_Nat,long,congruent,n,n,True
251,4479,target,canvas.Screen,12_0_0_30_5,response,615.3000000476895,84870.89999985695,84869.8,84886.4,85501.70000004768,85507.09999990463,2024-09-12T08:24:41.272Z,85519.6,response_manmade,m,shoe,COUCH,Inc_Synth_Synth,long,incongruent,m,m,True
258,4479,target,canvas.Screen,12_0_0_31_5,response,532.3999999523221,86254.0,86253.2,86269.4,86801.79999995232,86802.89999985695,2024-09-12T08:24:42.568Z,86820.3,response_natural,n,boar,BOAR,Con_Nat,long,congruent,n,n,True
265,4479,target,canvas.Screen,12_0_0_32_5,response,639.3000000000029,87570.70000004768,87569.8,87586.2,88225.5,88226.29999995232,2024-09-12T08:24:43.991Z,88236.6,response_manmade,m,eagle,WAGON,Inc_Nat_Synth,long,incongruent,m,m,True
272,4479,target,canvas.Screen,12_0_0_33_5,response,753.3999999523221,88987.20000004768,88986.4,89002.9,89756.29999995232,89757.89999985695,2024-09-12T08:24:45.523Z,89769.6,response_manmade,m,scarf,SCARF,Con_Synth,long,congruent,m,m,True
279,4479,target,canvas.Screen,12_0_0_34_5,response,652.7999999046297,90487.70000004768,90486.3,90502.8,91155.59999990463,91156.79999995232,2024-09-12T08:24:46.922Z,91169.6,response_manmade,m,moose,PORCH,Inc_Nat_Synth,long,incongruent,m,m,True
286,4479,target,canvas.Screen,12_0_0_35_5,response,577.2999999523163,91920.89999985695,91920.0,91936.0,92513.29999995232,92514.79999995232,2024-09-12T08:24:48.280Z,92519.4,response_manmade,m,flood,SKIRT,Inc_Nat_Synth,long,incongruent,m,m,True
293,4479,target,canvas.Screen,12_0_0_36_5,response,422.69999985695176,93270.5,93269.5,93286.2,93708.89999985695,93709.79999995232,2024-09-12T08:24:49.475Z,93719.5,response_natural,n,hare,HARE,Con_Nat,long,congruent,n,n,True
300,4479,target,canvas.Screen,12_0_0_37_5,response,575.6999998569518,94470.20000004768,94469.5,94487.2,95062.89999985695,95064.09999990463,2024-09-12T08:24:50.829Z,95069.9,response_manmade,m,barn,TUNA,Inc_Synth_Nat,long,incongruent,n,n,False
307,4479,target,canvas.Screen,12_0_0_38_5,response,469.29999985694303,95804.29999995232,95803.1,95819.6,96288.89999985695,96289.79999995232,2024-09-12T08:24:52.055Z,96302.9,response_manmade,m,linen,LINEN,Con_Synth,long,congruent,m,m,True
314,4479,target,canvas.Screen,12_0_0_39_5,response,553.0999998569459,97054.39999985695,97053.6,97069.3,97622.39999985695,97623.39999985695,2024-09-12T08:24:53.388Z,97636.0,response_natural,n,fort,GOAT,Inc_Synth_Nat,long,incongruent,n,n,True
321,4479,target,canvas.Screen,12_0_0_40_5,response,550.9999999523134,98390.89999985695,98385.9,98403.3,98954.29999995232,98955.09999990463,2024-09-12T08:24:54.720Z,98969.5,response_manmade,m,fruit,BEAR,Inc_Nat_Nat,long,incongruent,m,m,True
328,4479,target,canvas.Screen,12_0_0_41_5,response,682.0999999046326,99720.70000004768,99719.8,99736.0,100418.09999990463,100419.5,2024-09-12T08:24:56.184Z,100436.0,response_natural,n,pear,PEAR,Con_Nat,long,congruent,n,n,True
335,4479,target,canvas.Screen,12_0_0_42_5,response,926.1999998569518,101186.59999990463,101186.1,101202.7,102128.89999985695,102130.20000004768,2024-09-12T08:24:57.895Z,102135.9,response_natural,n,shell,DIRT,Inc_Nat_Nat,long,incongruent,m,m,False
342,4479,target,canvas.Screen,12_0_0_43_5,response,472.99999990462675,102886.79999995232,102886.1,102902.6,103375.59999990463,103376.39999985695,2024-09-12T08:24:59.141Z,103385.9,response_natural,n,lemon,DUCK,Inc_Nat_Nat,long,incongruent,m,m,False
349,4479,target,canvas.Screen,12_0_0_44_5,response,579.0999999046326,104136.70000004768,104136.0,104152.5,104731.59999990463,104732.59999990463,2024-09-12T08:25:00.498Z,104735.7,response_natural,n,reef,REEF,Con_Nat,long,congruent,n,n,True
356,4479,target,canvas.Screen,12_0_0_45_5,response,504.1000000000058,105486.79999995232,105486.0,105502.4,106006.5,106006.89999985695,2024-09-12T08:25:01.772Z,106019.1,response_manmade,m,jeans,JEANS,Con_Synth,long,congruent,m,m,True
363,4479,target,canvas.Screen,12_0_0_46_5,response,679.5999999046326,106770.0,106769.2,106786.0,107465.59999990463,107467.20000004768,2024-09-12T08:25:03.232Z,107493.2,response_manmade,m,taxi,CHAIN,Inc_Synth_Synth,long,incongruent,m,m,True
370,4479,target,canvas.Screen,12_0_0_47_5,response,468.5,108261.59999990463,108252.3,108269.0,108737.5,108738.39999985695,2024-09-12T08:25:04.503Z,108752.4,response_natural,n,wasp,WASP,Con_Nat,long,congruent,n,n,True
377,4479,target,canvas.Screen,12_0_0_48_5,response,562.1000000000058,109503.39999985695,109502.6,109519.4,110081.5,110082.70000004768,2024-09-12T08:25:05.848Z,110085.7,response_natural,n,slug,SLUG,Con_Nat,long,congruent,n,n,True
384,4479,target,canvas.Screen,12_0_0_49_5,response,726.4999999523134,110836.70000004768,110835.9,110852.3,111578.79999995232,111579.79999995232,2024-09-12T08:25:07.345Z,111585.7,response_manmade,m,peas,PEAS,Con_Nat,long,congruent,n,n,False
391,4479,target,canvas.Screen,12_0_0_50_5,response,448.99999990462675,112336.59999990463,112335.8,112352.6,112801.59999990463,112802.5,2024-09-12T08:25:08.568Z,112819.3,response_natural,n,crab,CRAB,Con_Nat,long,congruent,n,n,True
398,4479,target,canvas.Screen,12_0_0_51_5,response,701.3999999046355,113569.89999985695,113569.1,113585.7,114287.09999990463,114288.29999995232,2024-09-12T08:25:10.053Z,114302.3,response_manmade,m,bell,WHEEL,Inc_Synth_Synth,long,incongruent,m,m,True
405,4479,target,canvas.Screen,12_0_0_52_5,response,710.2000000476837,115053.29999995232,115052.5,115069.0,115779.20000004768,115780.20000004768,2024-09-12T08:25:11.545Z,115785.7,response_natural,n,ocean,TREE,Inc_Nat_Nat,long,incongruent,m,m,False
412,4479,target,canvas.Screen,12_0_0_53_5,response,620.0999999046326,116536.5,116535.6,116552.5,117172.59999990463,117173.09999990463,2024-09-12T08:25:12.938Z,117185.8,response_manmade,m,cloud,MOTEL,Inc_Nat_Synth,long,incongruent,m,m,True
419,4479,target,canvas.Screen,12_0_0_54_5,response,813.9000000476808,117936.5,117935.8,117952.3,118766.20000004768,118767.0,2024-09-12T08:25:14.532Z,118768.9,response_manmade,m,wheat,BRICK,Inc_Nat_Synth,long,incongruent,m,m,True
426,4479,target,canvas.Screen,12_0_0_55_5,response,618.8999999999942,119769.70000004768,119769.0,119785.6,120404.5,120405.70000004768,2024-09-12T08:25:16.169Z,120418.9,response_manmade,m,swamp,DRILL,Inc_Nat_Synth,long,incongruent,m,m,True
433,4479,target,canvas.Screen,12_0_0_56_5,response,476.9999999523134,121169.79999995232,121169.1,121185.8,121662.79999995232,121663.79999995232,2024-09-12T08:25:17.427Z,121668.9,response_manmade,m,ferry,FERRY,Con_Synth,long,congruent,m,m,True
440,4479,target,canvas.Screen,12_0_0_57_5,response,423.8999999523221,122419.89999985695,122418.9,122435.4,122859.29999995232,122860.20000004768,2024-09-12T08:25:18.623Z,122869.0,response_manmade,m,swan,SWAN,Con_Nat,long,congruent,n,n,False
447,4479,target,canvas.Screen,12_0_0_58_5,response,558.3999999046355,123619.70000004768,123619.1,123635.7,124194.09999990463,124195.0,2024-09-12T08:25:19.958Z,124202.2,response_natural,n,storm,LAND,Inc_Nat_Nat,long,incongruent,m,m,False
454,4479,target,canvas.Screen,12_0_0_59_5,response,793.6999998569518,124953.29999995232,124952.4,124968.7,125762.39999985695,125763.29999995232,2024-09-12T08:25:21.526Z,125768.7,response_manmade,m,tongs,TONGS,Con_Synth,long,congruent,m,m,True
463,4479,target,canvas.Screen,12_1_0_0_4,response,515.8999998569489,134936.09999990463,134935.3,134952.0,135467.89999985695,135468.70000004768,2024-09-12T08:25:31.232Z,135485.5,response_manmade,m,drug,DRUG,Con_Synth,short,congruent,m,m,True
469,4479,target,canvas.Screen,12_1_0_1_4,response,748.7999999046442,136153.09999990463,136152.2,136168.8,136917.59999990463,136918.39999985695,2024-09-12T08:25:32.682Z,136935.4,response_natural,n,torch,CHIMP,Inc_Synth_Nat,short,incongruent,n,n,True
475,4479,target,canvas.Screen,12_1_0_2_4,response,571.3999999999942,137602.39999985695,137601.8,137618.6,138190.0,138190.89999985695,2024-09-12T08:25:33.954Z,138201.9,response_manmade,m,crow,YACHT,Inc_Nat_Synth,short,incongruent,m,m,True
481,4479,target,canvas.Screen,12_1_0_3_4,response,930.0000000476721,138869.70000004768,138868.8,138885.2,139815.20000004768,139816.5,2024-09-12T08:25:35.580Z,139818.5,response_natural,n,finch,SLOTH,Inc_Nat_Nat,short,incongruent,m,m,False
487,4479,target,canvas.Screen,12_1_0_4_4,response,540.6999999523105,140486.39999985695,140485.5,140502.1,141042.79999995232,141043.70000004768,2024-09-12T08:25:36.807Z,141051.9,response_manmade,m,doll,DOLL,Con_Synth,short,congruent,m,m,True
493,4479,target,canvas.Screen,12_1_0_5_4,response,700.4000000476954,141719.39999985695,141718.7,141735.3,142435.70000004768,142436.89999985695,2024-09-12T08:25:38.200Z,142451.9,response_manmade,m,ladle,CAFÉ,Inc_Synth_Synth,short,incongruent,m,m,True
499,4479,target,canvas.Screen,12_1_0_6_4,response,530.5000000476721,143119.09999990463,143118.4,143135.2,143665.70000004768,143667.09999990463,2024-09-12T08:25:39.430Z,143687.6,response_manmade,m,tower,TOWER,Con_Synth,short,congruent,m,m,True
