,ID,sender,sender_type,sender_id,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,response,response_action,prime,target,condition,soa_condition,congruence,correct_response,correctResponse,correct
153,4468,target,canvas.Screen,12_0_0_16_5,response,965.7999999284802,78370.59999990463,78370.0,78386.4,79352.19999992847,79353.89999997616,2024-09-12T08:23:39.043Z,79370.5,response_manmade,m,crate,CRATE,Con_Synth,long,congruent,m,m,True
160,4468,target,canvas.Screen,12_0_0_17_5,response,758.699999976161,80055.79999995232,80054.7,80071.2,80829.89999997616,80831.59999990463,2024-09-12T08:23:40.521Z,80838.5,response_natural,n,mall,BUSH,Inc_Synth_Nat,long,incongruent,n,n,True
167,4468,target,canvas.Screen,12_0_0_18_5,response,1028.6999999523105,81523.39999997616,81522.6,81539.1,82567.79999995232,82569.39999997616,2024-09-12T08:23:42.259Z,82573.4,response_manmade,m,broom,BROOM,Con_Synth,long,congruent,m,m,True
174,4468,target,canvas.Screen,12_0_0_19_5,response,845.199999976161,83274.89999997616,83274.1,83290.7,84135.89999997616,84137.29999995232,2024-09-12T08:23:43.827Z,84141.5,response_manmade,m,eagle,WAGON,Inc_Nat_Synth,long,incongruent,m,m,True
181,4468,target,canvas.Screen,12_0_0_20_5,response,809.1999999999971,84843.19999992847,84842.3,84858.8,85668.0,85669.69999992847,2024-09-12T08:23:45.359Z,85676.2,response_natural,n,shell,DIRT,Inc_Nat_Nat,long,incongruent,m,m,False
188,4468,target,canvas.Screen,12_0_0_21_5,response,956.8999999523221,86377.89999997616,86377.0,86393.4,87350.29999995232,87352.0,2024-09-12T08:23:47.041Z,87360.9,response_manmade,m,wheat,BRICK,Inc_Nat_Synth,long,incongruent,m,m,True
195,4468,target,canvas.Screen,12_0_0_22_5,response,911.6999999999971,88062.29999995232,88061.7,88078.3,88990.0,88991.89999997616,2024-09-12T08:23:48.681Z,89012.4,response_manmade,m,cake,TRASH,Inc_Synth_Synth,long,incongruent,m,m,True
202,4468,target,canvas.Screen,12_0_0_23_5,response,1716.4999999284773,89714.09999990463,89713.3,89729.7,91446.19999992847,91446.79999995232,2024-09-12T08:23:51.136Z,91465.2,response_manmade,m,flask,FLASK,Con_Synth,long,congruent,m,m,True
209,4468,target,canvas.Screen,12_0_0_24_5,response,1816.9999999523134,92166.39999997616,92165.3,92181.8,93998.79999995232,93999.39999997616,2024-09-12T08:23:53.689Z,94017.2,response_manmade,m,desk,CANDY,Inc_Synth_Synth,long,incongruent,m,m,True
216,4468,target,canvas.Screen,12_0_0_25_5,response,731.8999999999942,94718.59999990463,94717.7,94734.1,95466.0,95467.5,2024-09-12T08:23:55.157Z,95484.8,response_natural,n,fort,GOAT,Inc_Synth_Nat,long,incongruent,n,n,True
223,4468,target,canvas.Screen,12_0_0_26_5,timeout,2001.6000000000058,96186.69999992847,96185.6,96202.2,98187.5,98188.69999992847,2024-09-12T08:23:57.878Z,98203.8,,,barn,TUNA,Inc_Synth_Nat,long,incongruent,n,,False
230,4468,target,canvas.Screen,12_0_0_27_5,response,849.1999999523105,98889.09999990463,98888.1,98904.6,99753.79999995232,99755.39999997616,2024-09-12T08:23:59.445Z,99771.9,response_natural,n,storm,LAND,Inc_Nat_Nat,long,incongruent,m,m,False
237,4468,target,canvas.Screen,12_0_0_28_5,response,766.999999976164,100440.39999997616,100439.4,100455.9,101222.89999997616,101225.09999990463,2024-09-12T08:24:00.914Z,101239.9,response_natural,n,moss,MOSS,Con_Nat,long,congruent,n,n,True
244,4468,target,canvas.Screen,12_0_0_29_5,response,757.5,101925.19999992847,101924.1,101940.5,102698.0,102699.09999990463,2024-09-12T08:24:02.388Z,102707.8,response_manmade,m,peas,PEAS,Con_Nat,long,congruent,n,n,False
251,4468,target,canvas.Screen,12_0_0_30_5,timeout,2001.699999999997,103393.19999992847,103391.9,103408.5,105393.6,105394.59999990463,2024-09-12T08:24:05.084Z,105410.2,,,reef,REEF,Con_Nat,long,congruent,n,,False
258,4468,target,canvas.Screen,12_0_0_31_5,response,820.5999999284686,106111.69999992847,106111.2,106127.6,106948.19999992847,106949.69999992847,2024-09-12T08:24:06.639Z,106961.5,response_natural,n,pipe,LION,Inc_Synth_Nat,long,incongruent,n,n,True
265,4468,target,canvas.Screen,12_0_0_32_5,response,605.0,107663.39999997616,107662.4,107679.0,108284.0,108285.89999997616,2024-09-12T08:24:07.975Z,108296.186,response_natural,n,bowl,WOLF,Inc_Synth_Nat,long,incongruent,n,n,True
272,4468,target,canvas.Screen,12_0_0_33_5,response,796.3999999523221,108997.79999995232,108997.0,109013.4,109809.79999995232,109811.29999995232,2024-09-12T08:24:09.501Z,109814.1,response_natural,n,stone,STONE,Con_Nat,long,congruent,n,n,True
279,4468,target,canvas.Screen,12_0_0_34_5,response,932.5999999284686,110498.89999997616,110498.2,110514.6,111447.19999992847,111448.69999992847,2024-09-12T08:24:11.138Z,111465.5,response_manmade,m,canon,CANON,Con_Synth,long,congruent,m,m,True
286,4468,target,canvas.Screen,12_0_0_35_5,response,753.999999976164,112167.29999995232,112166.3,112182.9,112936.89999997616,112938.29999995232,2024-09-12T08:24:12.628Z,112950.2,response_natural,n,soap,PONY,Inc_Synth_Nat,long,incongruent,n,n,True
293,4468,target,canvas.Screen,12_0_0_36_5,response,838.1999999284744,113652.09999990463,113651.1,113667.5,114505.69999992847,114507.5,2024-09-12T08:24:14.197Z,114518.3,response_manmade,m,stick,STICK,Con_Nat,long,congruent,n,n,False
300,4468,target,canvas.Screen,12_0_0_37_5,response,950.5999999046326,115219.89999997616,115219.1,115235.5,116186.09999990463,116188.19999992847,2024-09-12T08:24:15.877Z,116203.1,response_natural,n,sheep,BULL,Inc_Nat_Nat,long,incongruent,m,m,False
307,4468,target,canvas.Screen,12_0_0_38_5,response,879.8999999523221,116904.89999997616,116904.0,116920.4,117800.29999995232,117802.09999990463,2024-09-12T08:24:17.491Z,117822.4,response_manmade,m,flute,FLUTE,Con_Synth,long,congruent,m,m,True
314,4468,target,canvas.Screen,12_0_0_39_5,response,1592.7999999284802,118523.19999992847,118522.1,118538.4,120131.19999992847,120132.59999990463,2024-09-12T08:24:19.822Z,120140.0,response_manmade,m,apron,APRON,Con_Synth,long,congruent,m,m,True
321,4468,target,canvas.Screen,12_0_0_40_5,response,936.7999999046297,120841.0,120840.4,120857.3,121794.09999990463,121795.79999995232,2024-09-12T08:24:21.484Z,121808.0,response_natural,n,sink,LAMB,Inc_Synth_Nat,long,incongruent,n,n,True
328,4468,target,canvas.Screen,12_0_0_41_5,response,1030.6999999046384,122509.5,122508.9,122525.4,123556.09999990463,123558.19999992847,2024-09-12T08:24:23.247Z,123576.2,response_manmade,m,tongs,TONGS,Con_Synth,long,congruent,m,m,True
335,4468,target,canvas.Screen,12_0_0_42_5,response,683.1999999523105,124277.79999995232,124277.1,124293.6,124976.79999995232,124979.09999990463,2024-09-12T08:24:24.668Z,124994.1,response_natural,n,lemon,DUCK,Inc_Nat_Nat,long,incongruent,m,m,False
342,4468,target,canvas.Screen,12_0_0_43_5,response,828.5999999046326,125695.59999990463,125694.9,125711.5,126540.09999990463,126540.89999997616,2024-09-12T08:24:26.229Z,126545.5,response_natural,n,slug,SLUG,Con_Nat,long,congruent,n,n,True
349,4468,target,canvas.Screen,12_0_0_44_5,response,795.7999999284802,127246.79999995232,127246.1,127262.9,128058.69999992847,128060.69999992847,2024-09-12T08:24:27.749Z,128080.2,response_manmade,m,wire,CABIN,Inc_Synth_Synth,long,incongruent,m,m,True
356,4468,target,canvas.Screen,12_0_0_45_5,response,862.6999999284744,128781.69999992847,128780.9,128797.5,129660.19999992847,129662.0,2024-09-12T08:24:29.350Z,129681.6,response_manmade,m,olive,MOTOR,Inc_Nat_Synth,long,incongruent,m,m,True
363,4468,target,canvas.Screen,12_0_0_46_5,response,839.8999999761581,130383.09999990463,130382.4,130399.0,131238.89999997616,131241.09999990463,2024-09-12T08:24:30.930Z,131249.7,response_manmade,m,cloud,MOTEL,Inc_Nat_Synth,long,incongruent,m,m,True
370,4468,target,canvas.Screen,12_0_0_47_5,response,836.5999999284686,131951.19999992847,131950.5,131967.1,132803.69999992847,132804.89999997616,2024-09-12T08:24:32.493Z,132817.8,response_natural,n,boar,BOAR,Con_Nat,long,congruent,n,n,True
377,4468,target,canvas.Screen,12_0_0_48_5,response,711.3999999761581,133519.19999992847,133518.6,133535.0,134246.39999997616,134248.29999995232,2024-09-12T08:24:33.937Z,134269.0,response_manmade,m,roof,PIANO,Inc_Synth_Synth,long,incongruent,m,m,True
384,4468,target,canvas.Screen,12_0_0_49_5,response,708.6999999046384,134970.5,134969.9,134986.4,135695.09999990463,135697.09999990463,2024-09-12T08:24:35.386Z,135703.6,response_natural,n,swan,SWAN,Con_Nat,long,congruent,n,n,True
391,4468,target,canvas.Screen,12_0_0_50_5,response,723.8999999284861,136388.59999990463,136387.6,136404.3,137128.19999992847,137130.19999992847,2024-09-12T08:24:36.819Z,137138.6,response_manmade,m,stove,STOVE,Con_Synth,long,congruent,m,m,True
398,4468,target,canvas.Screen,12_0_0_51_5,response,703.5999999046326,137839.5,137838.8,137855.5,138559.09999990463,138561.29999995232,2024-09-12T08:24:38.250Z,138572.8,response_manmade,m,scarf,SCARF,Con_Synth,long,congruent,m,m,True
405,4468,target,canvas.Screen,12_0_0_52_5,response,636.2999999999884,139274.19999992847,139273.5,139290.2,139926.5,139928.29999995232,2024-09-12T08:24:39.617Z,139940.7,response_manmade,m,stair,STAIR,Con_Synth,long,congruent,m,m,True
412,4468,target,canvas.Screen,12_0_0_53_5,response,616.0999999046326,140642.19999992847,140641.4,140658.0,141274.09999990463,141276.29999995232,2024-09-12T08:24:40.965Z,141291.952,response_natural,n,crab,CRAB,Con_Nat,long,congruent,n,n,True
419,4468,target,canvas.Screen,12_0_0_54_5,response,670.8999999046209,141993.69999992847,141992.6,142009.2,142680.09999990463,142682.0,2024-09-12T08:24:42.370Z,142693.1,response_manmade,m,shoe,COUCH,Inc_Synth_Synth,long,incongruent,m,m,True
426,4468,target,canvas.Screen,12_0_0_55_5,response,791.0999999761698,143377.69999992847,143377.1,143393.8,144184.89999997616,144185.59999990463,2024-09-12T08:24:43.874Z,144194.4,response_natural,n,pear,PEAR,Con_Nat,long,congruent,n,n,True
433,4468,target,canvas.Screen,12_0_0_56_5,response,649.7999999761523,144879.39999997616,144878.6,144895.1,145544.89999997616,145546.79999995232,2024-09-12T08:24:45.235Z,145562.3,response_natural,n,hare,HARE,Con_Nat,long,congruent,n,n,True
440,4468,target,canvas.Screen,12_0_0_57_5,response,619.999999976164,146248.19999992847,146246.6,146262.9,146882.89999997616,146884.69999992847,2024-09-12T08:24:46.573Z,146896.8,response_manmade,m,swamp,DRILL,Inc_Nat_Synth,long,incongruent,m,m,True
447,4468,target,canvas.Screen,12_0_0_58_5,response,725.0999999523046,147598.69999992847,147597.7,147614.2,148339.29999995232,148340.89999997616,2024-09-12T08:24:48.029Z,148348.1,response_manmade,m,canoe,CANOE,Con_Synth,long,congruent,m,m,True
454,4468,target,canvas.Screen,12_0_0_59_5,response,1439.7000000000116,149033.59999990463,149032.5,149048.8,150488.5,150490.19999992847,2024-09-12T08:24:50.179Z,150500.348,response_manmade,m,linen,LINEN,Con_Synth,long,congruent,m,m,True
463,4468,target,canvas.Screen,12_1_0_0_4,response,924.7999999761523,160643.09999990463,160642.4,160659.1,161583.89999997616,161584.5,2024-09-12T08:25:01.273Z,161593.1,response_natural,n,creek,CREEK,Con_Nat,short,congruent,n,n,True
469,4468,target,canvas.Screen,12_1_0_1_4,response,586.1999999761465,162211.19999992847,162210.7,162227.2,162813.39999997616,162815.0,2024-09-12T08:25:02.503Z,162827.7,response_natural,n,tiger,TIGER,Con_Nat,short,congruent,n,n,True
475,4468,target,canvas.Screen,12_1_0_2_4,response,819.3999999999942,163445.29999995232,163444.8,163461.6,164281.0,164282.29999995232,2024-09-12T08:25:03.971Z,164295.5,response_manmade,m,water,MEDAL,Inc_Nat_Synth,short,incongruent,m,m,True
481,4468,target,canvas.Screen,12_1_0_3_4,response,1498.1999999284744,164913.69999992847,164913.0,164929.5,166427.69999992847,166429.0,2024-09-12T08:25:06.117Z,166448.5,response_natural,n,rope,ROPE,Con_Synth,short,congruent,m,m,False
487,4468,target,canvas.Screen,12_1_0_4_4,response,1468.6999999284744,167065.19999992847,167064.7,167081.5,168550.19999992847,168551.59999990463,2024-09-12T08:25:08.240Z,168566.0,response_manmade,m,coat,COAT,Con_Synth,short,congruent,m,m,True
493,4468,target,canvas.Screen,12_1_0_5_4,response,1280.5,169183.79999995232,169183.3,169200.0,170480.5,170482.19999992847,2024-09-12T08:25:10.171Z,170501.6,response_manmade,m,toad,GLOVE,Inc_Nat_Synth,short,incongruent,m,m,True
499,4468,target,canvas.Screen,12_1_0_6_4,response,738.7999999523163,171119.09999990463,171118.6,171135.0,171873.79999995232,171875.69999992847,2024-09-12T08:25:11.564Z,171885.6,response_natural,n,daisy,DAISY,Con_Nat,short,congruent,n,n,True
505,4468,target,canvas.Screen,12_1_0_7_4,response,695.6999999523105,172503.59999990463,172502.9,172519.6,173215.29999995232,173216.69999992847,2024-09-12T08:25:12.905Z,173220.1,response_manmade,m,camel,BENCH,Inc_Nat_Synth,short,incongruent,m,m,True
511,4468,target,canvas.Screen,12_1_0_8_4,response,1229.6999999284744,173838.0,173837.3,173854.0,175083.69999992847,175085.19999992847,2024-09-12T08:25:14.774Z,175088.4,response_natural,n,goose,GOOSE,Con_Nat,short,congruent,n,n,True
517,4468,target,canvas.Screen,12_1_0_9_4,response,619.499999976164,175707.09999990463,175705.7,175722.4,176341.89999997616,176343.59999990463,2024-09-12T08:25:16.032Z,176356.316,response_natural,n,frog,FROG,Con_Nat,short,congruent,n,n,True
523,4468,target,canvas.Screen,12_1_0_10_4,response,761.8999999999942,176974.19999992847,176973.5,176990.1,177752.0,177753.39999997616,2024-09-12T08:25:17.442Z,177757.5,response_manmade,m,wharf,RAZOR,Inc_Synth_Synth,short,incongruent,m,m,True
529,4468,target,canvas.Screen,12_1_0_11_4,response,929.5,178375.29999995232,178374.7,178391.5,179321.0,179322.39999997616,2024-09-12T08:25:19.011Z,179325.5,response_natural,n,grass,GRASS,Con_Nat,short,congruent,n,n,True
535,4468,target,canvas.Screen,12_1_0_12_4,response,750.3999999761581,179943.89999997616,179942.8,179959.5,180709.89999997616,180711.39999997616,2024-09-12T08:25:20.393Z,180726.6,response_natural,n,hawk,HAWK,Con_Nat,short,congruent,n,n,True
541,4468,target,canvas.Screen,12_1_0_13_4,response,1417.1999999761465,181344.69999992847,181344.1,181360.7,182777.89999997616,182779.59999990463,2024-09-12T08:25:22.461Z,182795.3,response_manmade,m,lime,GULLY,Inc_Nat_Nat,short,incongruent,n,n,False
547,4468,target,canvas.Screen,12_1_0_14_4,response,1924.7999999046442,183413.0,183412.4,183429.3,185354.09999990463,185355.09999990463,2024-09-12T08:25:25.037Z,185380.8,response_manmade,m,drug,DRUG,Con_Synth,short,congruent,m,m,True
553,4468,target,canvas.Screen,12_1_0_15_4,response,927.5999999761698,185998.59999990463,185998.0,186014.8,186942.39999997616,186943.69999992847,2024-09-12T08:25:26.625Z,186948.8,response_manmade,m,ladle,CAFÉ,Inc_Synth_Synth,short,incongruent,m,m,True
559,4468,target,canvas.Screen,12_1_0_16_4,response,1118.2999999284802,187566.69999992847,187566.1,187582.9,188701.19999992847,188702.79999995232,2024-09-12T08:25:28.385Z,188717.1,response_natural,n,torch,CHIMP,Inc_Synth_Nat,short,incongruent,n,n,True
565,4468,target,canvas.Screen,12_1_0_17_4,response,732.8999999999942,189334.89999997616,189334.3,189351.1,190084.0,190085.79999995232,2024-09-12T08:25:29.767Z,190101.6,response_manmade,m,sword,SWORD,Con_Synth,short,congruent,m,m,True
571,4468,target,canvas.Screen,12_1_0_18_4,response,1222.9999999046267,190719.69999992847,190719.2,190735.6,191958.59999990463,191959.79999995232,2024-09-12T08:25:31.642Z,191970.0,response_natural,n,corn,CORN,Con_Nat,short,congruent,n,n,True
577,4468,target,canvas.Screen,12_1_0_19_4,response,646.2999999284802,192587.79999995232,192587.2,192603.9,193250.19999992847,193251.39999997616,2024-09-12T08:25:32.933Z,193254.4,response_natural,n,harp,SNAIL,Inc_Synth_Nat,short,incongruent,n,n,True
583,4468,target,canvas.Screen,12_1_0_20_4,response,665.7999999523163,193872.29999995232,193871.8,193888.5,194554.29999995232,194556.0,2024-09-12T08:25:34.238Z,194572.2,response_manmade,m,bike,BIKE,Con_Synth,short,congruent,m,m,True
589,4468,target,canvas.Screen,12_1_0_21_4,response,1013.3999999046209,195190.09999990463,195189.6,195206.2,196219.59999990463,196220.79999995232,2024-09-12T08:25:35.903Z,196223.9,response_natural,n,rake,HUSKY,Inc_Synth_Nat,short,incongruent,n,n,True
595,4468,target,canvas.Screen,12_1_0_22_4,response,1903.6999999761465,196841.59999990463,196841.0,196857.7,198761.39999997616,198762.39999997616,2024-09-12T08:25:38.444Z,198792.8,response_manmade,m,ruler,PANSY,Inc_Synth_Nat,short,incongruent,n,n,False
601,4468,target,canvas.Screen,12_1_0_23_4,response,1270.7999999046442,199410.59999990463,199409.9,199426.8,200697.59999990463,200698.09999990463,2024-09-12T08:25:40.380Z,200711.0,response_natural,n,poppy,DINGO,Inc_Nat_Nat,short,incongruent,n,n,True
607,4468,target,canvas.Screen,12_1_0_24_4,response,1456.2999999761523,201328.79999995232,201328.3,201345.1,202801.39999997616,202802.79999995232,2024-09-12T08:25:42.484Z,202812.9,response_manmade,m,patio,SPOON,Inc_Synth_Synth,short,incongruent,m,m,True
613,4468,target,canvas.Screen,12_1_0_25_4,response,923.8999999284861,203430.5,203430.1,203446.8,204370.69999992847,204371.5,2024-09-12T08:25:44.053Z,204380.8,response_natural,n,arena,VINE,Inc_Synth_Nat,short,incongruent,n,n,True
619,4468,target,canvas.Screen,12_1_0_26_4,response,766.8999999284861,204998.69999992847,204998.3,205014.8,205781.69999992847,205783.39999997616,2024-09-12T08:25:45.465Z,205798.8,response_natural,n,berry,OTTER,Inc_Nat_Nat,short,incongruent,n,n,True
625,4468,target,canvas.Screen,12_1_0_27_4,response,895.9999999523279,206416.79999995232,206416.2,206432.8,207328.79999995232,207330.09999990463,2024-09-12T08:25:47.012Z,207333.5,response_manmade,m,peach,SHED,Inc_Nat_Synth,short,incongruent,m,m,True
631,4468,target,canvas.Screen,12_1_0_28_4,response,848.3999999523221,207951.19999992847,207950.7,207967.4,208815.79999995232,208816.29999995232,2024-09-12T08:25:48.498Z,208818.1,response_natural,n,soil,SOIL,Con_Nat,short,congruent,n,n,True
637,4468,target,canvas.Screen,12_1_0_29_4,response,827.4999999046267,209437.79999995232,209435.4,209452.1,210279.59999990463,210280.89999997616,2024-09-12T08:25:49.963Z,210286.1,response_manmade,m,cable,CABLE,Con_Synth,short,congruent,m,m,True
643,4468,target,canvas.Screen,12_1_0_30_4,response,938.2999999999884,210904.19999992847,210903.6,210920.2,211858.5,211859.09999990463,2024-09-12T08:25:51.541Z,211870.9,response_manmade,m,tower,TOWER,Con_Synth,short,congruent,m,m,True
649,4468,target,canvas.Screen,12_1_0_31_4,response,705.2999999999884,212488.59999990463,212488.1,212504.7,213210.0,213210.59999990463,2024-09-12T08:25:52.892Z,213222.0,response_natural,n,rail,SQUID,Inc_Synth_Nat,short,incongruent,n,n,True
655,4468,target,canvas.Screen,12_1_0_32_4,response,846.7999999761523,213839.59999990463,213839.2,213856.1,214702.89999997616,214703.39999997616,2024-09-12T08:25:54.385Z,214706.6,response_manmade,m,sash,CLOTH,Inc_Synth_Synth,short,incongruent,m,m,True
661,4468,target,canvas.Screen,12_1_0_33_4,response,1103.4999999284628,215324.29999995232,215323.9,215340.7,216444.19999992847,216444.89999997616,2024-09-12T08:25:56.127Z,216458.5,response_manmade,m,silo,PLAZA,Inc_Synth_Synth,short,incongruent,m,m,True
667,4468,target,canvas.Screen,12_1_0_34_4,response,802.7000000000116,217075.89999997616,217075.4,217092.3,217895.0,217895.5,2024-09-12T08:25:57.577Z,217909.6,response_manmade,m,kiosk,SOFA,Inc_Synth_Synth,short,incongruent,m,m,True
673,4468,target,canvas.Screen,12_1_0_35_4,response,743.8999999761581,218527.19999992847,218526.7,218543.5,219287.39999997616,219287.79999995232,2024-09-12T08:25:58.970Z,219294.1,response_natural,n,sewer,CORAL,Inc_Synth_Nat,short,incongruent,n,n,True
679,4468,target,canvas.Screen,12_1_0_36_4,response,946.6000000000058,219911.69999992847,219911.3,219927.9,220874.5,220875.09999990463,2024-09-12T08:26:00.557Z,220878.8,response_natural,n,finch,SLOTH,Inc_Nat_Nat,short,incongruent,m,m,False
685,4468,target,canvas.Screen,12_1_0_37_4,response,666.7999999999884,221496.5,221496.0,221512.7,222179.5,222179.89999997616,2024-09-12T08:26:01.862Z,222196.7,response_natural,n,spear,MOTH,Inc_Synth_Nat,short,incongruent,n,n,True
691,4468,target,canvas.Screen,12_1_0_38_4,response,754.6999999761465,222814.79999995232,222813.8,222830.7,223585.39999997616,223586.79999995232,2024-09-12T08:26:03.269Z,223598.0,response_manmade,m,crow,YACHT,Inc_Nat_Synth,short,incongruent,m,m,True
697,4468,target,canvas.Screen,12_1_0_39_4,response,931.1000000000058,224215.69999992847,224215.3,224231.9,225163.0,225163.59999990463,2024-09-12T08:26:04.845Z,225166.4,response_manmade,m,belt,BELT,Con_Synth,short,congruent,m,m,True
703,4468,target,canvas.Screen,12_1_0_40_4,response,748.6000000000058,225784.09999990463,225783.5,225799.9,226548.5,226549.79999995232,2024-09-12T08:26:06.231Z,226567.2,response_manmade,m,leaf,COIN,Inc_Nat_Synth,short,incongruent,m,m,True
709,4468,target,canvas.Screen,12_1_0_41_4,response,1422.3999999999942,227185.0,227184.4,227201.1,228623.5,228624.79999995232,2024-09-12T08:26:08.306Z,228635.7,response_manmade,m,bread,BREAD,Con_Synth,short,congruent,m,m,True
715,4468,target,canvas.Screen,12_1_0_42_4,response,1102.899999928486,229253.5,229253.0,229269.8,230372.69999992847,230373.89999997616,2024-09-12T08:26:10.056Z,230387.3,response_natural,n,cave,CAVE,Con_Nat,short,congruent,n,n,True
721,4468,target,canvas.Screen,12_1_0_43_4,response,800.4999999523279,231005.09999990463,231004.5,231021.3,231821.79999995232,231823.29999995232,2024-09-12T08:26:11.505Z,231838.6,response_natural,n,whale,WHALE,Con_Nat,short,congruent,n,n,True
727,4468,target,canvas.Screen,12_1_0_44_4,response,786.7999999761523,232456.59999990463,232456.0,232472.6,233259.39999997616,233260.89999997616,2024-09-12T08:26:12.943Z,233273.2,response_manmade,m,mice,TOOLS,Inc_Nat_Synth,short,incongruent,m,m,True
733,4468,target,canvas.Screen,12_1_0_45_4,response,1275.5999999523046,233891.29999995232,233890.6,233907.2,235182.79999995232,235184.09999990463,2024-09-12T08:26:14.866Z,235191.4,response_manmade,m,toast,TOAST,Con_Synth,short,congruent,m,m,True
739,4468,target,canvas.Screen,12_1_0_46_4,response,665.7999999523163,235809.5,235809.0,235825.5,236491.29999995232,236492.59999990463,2024-09-12T08:26:16.174Z,236509.3,response_natural,n,worm,WORM,Con_Nat,short,congruent,n,n,True
745,4468,target,canvas.Screen,12_1_0_47_4,response,1325.999999976164,237127.29999995232,237126.8,237143.4,238469.39999997616,238470.69999992847,2024-09-12T08:26:18.152Z,238477.8,response_manmade,m,gate,GATE,Con_Synth,short,congruent,m,m,True
751,4468,target,canvas.Screen,12_1_0_48_4,response,1742.0999999523046,239095.39999997616,239094.9,239111.7,240853.79999995232,240855.0,2024-09-12T08:26:20.531Z,240863.2,response_natural,n,cobra,TWIG,Inc_Nat_Nat,short,incongruent,n,n,True
757,4468,target,canvas.Screen,12_1_0_49_4,response,952.6999999523105,241480.89999997616,241480.4,241497.1,242449.79999995232,242450.39999997616,2024-09-12T08:26:22.126Z,242464.5,response_manmade,m,doll,DOLL,Con_Synth,short,congruent,m,m,True
763,4468,target,canvas.Screen,12_1_0_50_4,response,593.2999999284802,243082.29999995232,243081.7,243098.4,243691.69999992847,243693.0,2024-09-12T08:26:23.369Z,243699.0,response_natural,n,deer,DEER,Con_Nat,short,congruent,n,n,True
769,4468,target,canvas.Screen,12_1_0_51_4,response,852.3999999761581,244316.79999995232,244316.2,244333.0,245185.39999997616,245186.59999990463,2024-09-12T08:26:24.862Z,245200.3,response_natural,n,fern,PETAL,Inc_Nat_Nat,short,incongruent,n,n,True
775,4468,target,canvas.Screen,12_1_0_52_4,response,670.7999999999884,245818.09999990463,245817.6,245834.2,246505.0,246506.59999990463,2024-09-12T08:26:26.182Z,246518.1,response_manmade,m,tank,TANK,Con_Synth,short,congruent,m,m,True
781,4468,target,canvas.Screen,12_1_0_53_4,response,878.2999999999884,247136.0,247135.4,247152.2,248030.5,248031.59999990463,2024-09-12T08:26:27.707Z,248036.1,response_natural,n,seed,SEED,Con_Nat,short,congruent,n,n,True
787,4468,target,canvas.Screen,12_1_0_54_4,response,715.7999999761523,248653.89999997616,248653.4,248670.1,249385.89999997616,249387.09999990463,2024-09-12T08:26:29.063Z,249404.0,response_manmade,m,spade,SHELF,Inc_Synth_Synth,short,incongruent,m,m,True
793,4468,target,canvas.Screen,12_1_0_55_4,response,778.7999999523163,250021.89999997616,250021.3,250038.0,250816.79999995232,250818.09999990463,2024-09-12T08:26:30.494Z,250838.7,response_manmade,m,mail,MAIL,Con_Synth,short,congruent,m,m,True
799,4468,target,canvas.Screen,12_1_0_56_4,response,909.6999999523105,251456.39999997616,251455.9,251472.6,252382.29999995232,252383.5,2024-09-12T08:26:32.059Z,252390.0,response_manmade,m,paint,PAINT,Con_Synth,short,congruent,m,m,True
805,4468,target,canvas.Screen,12_1_0_57_4,response,1073.1000000000058,253007.69999992847,253007.2,253023.9,254097.0,254098.19999992847,2024-09-12T08:26:33.774Z,254108.1,response_natural,n,puppy,PUPPY,Con_Nat,short,congruent,n,n,True
811,4468,target,canvas.Screen,12_1_0_58_4,response,1146.7999999999884,254725.89999997616,254725.5,254742.2,255889.0,255890.39999997616,2024-09-12T08:26:35.566Z,255893.1,response_manmade,m,melon,HOSE,Inc_Nat_Synth,short,incongruent,m,m,True
817,4468,target,canvas.Screen,12_1_0_59_4,response,807.3999999999942,256510.89999997616,256510.3,256527.1,257334.5,257335.59999990463,2024-09-12T08:26:37.011Z,257344.3,response_natural,n,grape,LLAMA,Inc_Nat_Nat,short,incongruent,n,n,True
41,4467,target,canvas.Screen,12_0_0_0_5,response,783.0,81487.0,81486.0,81503.0,82269.0,82262.0,2024-09-12T08:23:40.347Z,82286.0,response_natural,n,desk,CANDY,Inc_Synth_Synth,long,incongruent,m,m,False
48,4467,target,canvas.Screen,12_0_0_1_5,response,1062.0000000000146,83020.0,83020.0,83036.0,84082.00000000001,84074.0,2024-09-12T08:23:42.159Z,84103.0,response_natural,n,mall,BUSH,Inc_Synth_Nat,long,incongruent,n,n,True
55,4467,target,canvas.Screen,12_0_0_2_5,response,659.0,84804.0,84803.0,84819.0,85462.0,85455.0,2024-09-12T08:23:43.541Z,85469.0,response_manmade,m,soap,PONY,Inc_Synth_Nat,long,incongruent,n,n,False
62,4467,target,canvas.Screen,12_0_0_3_5,timeout,2000.0,86170.0,86170.0,86186.0,88170.0,88170.0,2024-09-12T08:23:46.256Z,88186.0,,,crate,CRATE,Con_Synth,long,congruent,m,,False
69,4467,target,canvas.Screen,12_0_0_4_5,response,1017.0,88937.0,88936.0,88953.0,89953.0,89944.0,2024-09-12T08:23:48.029Z,89970.0,response_manmade,m,storm,LAND,Inc_Nat_Nat,long,incongruent,m,m,True
