,ID,sender,sender_type,sender_id,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,response,response_action,prime,target,condition,soa_condition,congruence,correct_response,correctResponse,correct
747,2215,target,canvas.Screen,12_1_0_49_5,response,522.2660000059695,182805.90000000596,182801.968,182818.634,183340.90000000596,183347.90000000596,2023-09-14T12:30:23.318Z,183351.946,response_natural,n,mall,BUSH,Inc_Synth_Nat,long,incongruent,n,n,True
754,2215,target,canvas.Screen,12_1_0_50_5,response,529.6820000089356,184039.20000000298,184035.252,184051.918,184581.60000000894,184588.90000000596,2023-09-14T12:30:24.559Z,184601.896,response_natural,n,bunny,ROSE,Inc_Nat_Nat,long,incongruent,m,m,False
761,2215,target,canvas.Screen,12_1_0_51_5,response,657.3660000000091,185288.60000000894,185285.468,185302.134,185959.5,185966.70000000298,2023-09-14T12:30:25.936Z,185968.774,response_manmade,m,sheep,BULL,Inc_Nat_Nat,long,incongruent,m,m,True
768,2215,target,canvas.Screen,12_1_0_52_5,response,607.053999997006,186656.5,186652.08,186668.746,187275.79999999702,187283.0,2023-09-14T12:30:27.253Z,187285.388,response_manmade,m,apron,APRON,Con_Synth,long,congruent,m,m,True
775,2215,target,canvas.Screen,12_1_0_53_5,response,721.9060000089521,187956.60000000894,187952.028,187968.694,188690.60000000894,188697.70000000298,2023-09-14T12:30:28.667Z,188701.998,response_manmade,m,taxi,CHAIN,Inc_Synth_Synth,long,incongruent,m,m,True
782,2215,target,canvas.Screen,12_1_0_54_5,response,733.495999997016,189370.90000000596,189368.638,189385.304,190118.79999999702,190125.70000000298,2023-09-14T12:30:30.095Z,190135.274,response_manmade,m,stove,STOVE,Con_Synth,long,congruent,m,m,True
789,2215,target,canvas.Screen,12_1_0_55_5,response,471.9200000000128,190806.70000000298,190801.914,190818.58,191290.5,191297.29999999702,2023-09-14T12:30:31.267Z,191301.894,response_natural,n,peas,PEAS,Con_Nat,long,congruent,n,n,True
796,2215,target,canvas.Screen,12_1_0_56_5,response,602.2999999999884,191972.10000000894,191968.534,191985.2,192587.5,192594.90000000596,2023-09-14T12:30:32.565Z,192601.842,response_manmade,m,bell,WHEEL,Inc_Synth_Synth,long,incongruent,m,m,True
803,2215,target,canvas.Screen,12_1_0_57_5,response,538.5860000059474,193288.29999999702,193285.148,193301.814,193840.40000000596,193847.70000000298,2023-09-14T12:30:33.817Z,193851.792,response_manmade,m,wheat,BRICK,Inc_Nat_Synth,long,incongruent,m,m,True
810,2215,target,canvas.Screen,12_1_0_58_5,response,501.3360000089451,194540.0,194535.098,194551.764,195053.10000000894,195060.10000000894,2023-09-14T12:30:35.030Z,195068.41,response_natural,n,moss,MOSS,Con_Nat,long,congruent,n,n,True
817,2215,target,canvas.Screen,12_1_0_59_5,response,633.4100000059698,195740.0,195735.324,195751.99,196385.40000000596,196392.70000000298,2023-09-14T12:30:36.362Z,196401.964,response_manmade,m,flood,SKIRT,Inc_Nat_Synth,long,incongruent,m,m,True
41,2214,target,canvas.Screen,12_0_0_0_5,response,503.9190000029794,11435.70000000298,11432.115,11448.781,11952.70000000298,11955.90000000596,2023-09-14T12:27:06.389Z,11965.427,response_natural,n,flask,FLASK,Con_Synth,long,congruent,m,m,False
48,2214,target,canvas.Screen,12_0_0_1_5,response,615.2009999940401,12651.90000000596,12648.733,12665.399,13280.59999999404,13283.59999999404,2023-09-14T12:27:07.716Z,13298.707,response_manmade,m,wire,CABIN,Inc_Synth_Synth,long,incongruent,m,m,True
55,2214,target,canvas.Screen,12_0_0_2_5,response,452.3550000029809,14001.20000000298,13998.679,14015.345,14467.70000000298,14471.09999999404,2023-09-14T12:27:08.904Z,14481.993,response_natural,n,slug,SLUG,Con_Nat,long,congruent,n,n,True
62,2214,target,canvas.Screen,12_0_0_3_5,response,590.8849999970189,15190.5,15186.249,15202.915,15793.79999999702,15797.29999999702,2023-09-14T12:27:10.230Z,15802.891,response_manmade,m,scarf,SCARF,Con_Synth,long,congruent,m,m,True
69,2214,target,canvas.Screen,12_0_0_4_5,response,482.1710000029816,16507.59999999404,16502.863,16519.529,17001.70000000298,17005.70000000298,2023-09-14T12:27:11.438Z,17019.509,response_manmade,m,moss,MOSS,Con_Nat,long,congruent,n,n,False
76,2214,target,canvas.Screen,12_0_0_5_5,response,679.4529999940387,17721.0,17719.481,17736.147,18415.59999999404,18419.40000000596,2023-09-14T12:27:12.852Z,18436.119,response_natural,n,plum,PLUM,Con_Nat,long,congruent,n,n,True
83,2214,target,canvas.Screen,12_0_0_6_5,response,618.643000005959,19139.40000000596,19136.091,19152.757,19771.40000000596,19774.29999999702,2023-09-14T12:27:14.207Z,19786.065,response_natural,n,reef,REEF,Con_Nat,long,congruent,n,n,True
90,2214,target,canvas.Screen,12_0_0_7_5,response,522.7969999999987,20490.09999999404,20486.037,20502.703,21025.5,21029.40000000596,2023-09-14T12:27:15.462Z,21036.015,response_natural,n,bunny,ROSE,Inc_Nat_Nat,long,incongruent,m,m,False
97,2214,target,canvas.Screen,12_0_0_8_5,response,555.8470000000016,21739.59999999404,21735.987,21752.653,22308.5,22311.90000000596,2023-09-14T12:27:16.745Z,22319.297,response_manmade,m,crate,CRATE,Con_Synth,long,congruent,m,m,True
104,2214,target,canvas.Screen,12_0_0_9_5,response,460.36499999701846,23022.09999999404,23019.269,23035.935,23496.29999999702,23499.5,2023-09-14T12:27:17.932Z,23502.583,response_natural,n,fruit,BEAR,Inc_Nat_Nat,long,incongruent,m,m,False
111,2214,target,canvas.Screen,12_0_0_10_5,response,494.0789999970184,24206.29999999702,24202.555,24219.221,24713.29999999702,24716.90000000596,2023-09-14T12:27:19.150Z,24719.201,response_natural,n,barn,TUNA,Inc_Synth_Nat,long,incongruent,n,n,True
118,2214,target,canvas.Screen,12_0_0_11_5,response,882.8820000059604,25419.5,25417.852,25434.518,26317.40000000596,26320.70000000298,2023-09-14T12:27:20.754Z,26334.482,response_manmade,m,arrow,ARROW,Con_Synth,long,congruent,m,m,True
125,2214,target,canvas.Screen,12_0_0_12_5,response,660.1799999970208,27038.09999999404,27034.454,27051.12,27711.29999999702,27714.90000000596,2023-09-14T12:27:22.148Z,27717.76,response_manmade,m,canoe,CANOE,Con_Synth,long,congruent,m,m,True
132,2214,target,canvas.Screen,12_0_0_13_5,response,451.46800000298026,28403.40000000596,28401.066,28417.732,28869.20000000298,28872.59999999404,2023-09-14T12:27:23.306Z,28884.38,response_natural,n,lemon,DUCK,Inc_Nat_Nat,long,incongruent,m,m,False
139,2214,target,canvas.Screen,12_0_0_14_5,response,835.0819999940395,29587.40000000596,29584.352,29601.018,30436.09999999404,30439.59999999404,2023-09-14T12:27:24.873Z,30450.984,response_manmade,m,taxi,CHAIN,Inc_Synth_Synth,long,incongruent,m,m,True
146,2214,target,canvas.Screen,12_0_0_15_5,response,605.3780000000006,31152.70000000298,31150.956,31167.622,31773.0,31777.29999999702,2023-09-14T12:27:26.210Z,31784.264,response_natural,n,linen,LINEN,Con_Synth,long,congruent,m,m,False
153,2214,target,canvas.Screen,12_0_0_16_5,response,496.0980000000018,32488.70000000298,32484.236,32500.902,32997.0,33000.59999999404,2023-09-14T12:27:27.434Z,33017.548,response_manmade,m,jeans,JEANS,Con_Synth,long,congruent,m,m,True
160,2214,target,canvas.Screen,12_0_0_17_5,response,867.4800000000032,33705.79999999702,33700.854,33717.52,34585.0,34588.09999999404,2023-09-14T12:27:29.021Z,34600.818,response_natural,n,sheep,BULL,Inc_Nat_Nat,long,incongruent,m,m,False
167,2214,target,canvas.Screen,12_0_0_18_5,response,584.9799999970201,35306.90000000596,35305.154,35321.82,35906.79999999702,35909.90000000596,2023-09-14T12:27:30.343Z,35921.796,response_natural,n,peas,PEAS,Con_Nat,long,congruent,n,n,True
174,2214,target,canvas.Screen,12_0_0_19_5,response,536.2660000029791,36627.09999999404,36621.768,36638.434,37174.70000000298,37178.09999999404,2023-09-14T12:27:31.611Z,37188.412,response_natural,n,desk,CANDY,Inc_Synth_Synth,long,incongruent,m,m,False
181,2214,target,canvas.Screen,12_0_0_20_5,response,856.4499999999971,37890.70000000298,37888.384,37905.05,38761.5,38765.5,2023-09-14T12:27:33.199Z,38771.682,response_manmade,m,bell,WHEEL,Inc_Synth_Synth,long,incongruent,m,m,True
188,2214,target,canvas.Screen,12_0_0_21_5,response,479.3800000029805,39474.40000000596,39471.654,39488.32,39967.70000000298,39971.20000000298,2023-09-14T12:27:34.404Z,39988.3,response_natural,n,hare,HARE,Con_Nat,long,congruent,n,n,True
195,2214,target,canvas.Screen,12_0_0_22_5,response,989.6619999940376,40691.0,40688.272,40704.938,41694.59999999404,41698.0,2023-09-14T12:27:36.131Z,41704.898,response_manmade,m,flute,FLUTE,Con_Synth,long,congruent,m,m,True
202,2214,target,canvas.Screen,12_0_0_23_5,response,589.9639999999999,42408.29999999702,42404.87,42421.536,43011.5,43015.5,2023-09-14T12:27:37.449Z,43021.512,response_natural,n,stone,STONE,Con_Nat,long,congruent,n,n,True
209,2214,target,canvas.Screen,12_0_0_24_5,response,580.4499999940381,43722.90000000596,43721.484,43738.15,44318.59999999404,44322.09999999404,2023-09-14T12:27:38.755Z,44338.126,response_manmade,m,bowl,WOLF,Inc_Synth_Nat,long,incongruent,n,n,False
216,2214,target,canvas.Screen,12_0_0_25_5,response,826.5359999970169,45039.5,45038.098,45054.764,45881.29999999702,45884.90000000596,2023-09-14T12:27:40.318Z,45890.171,response_natural,n,clam,CLAM,Con_Nat,long,congruent,n,n,True
223,2214,target,canvas.Screen,12_0_0_26_5,response,646.4909999970187,46591.20000000298,46590.143,46606.809,47253.29999999702,47256.79999999702,2023-09-14T12:27:41.690Z,47273.449,response_manmade,m,ferry,FERRY,Con_Synth,long,congruent,m,m,True
230,2214,target,canvas.Screen,12_0_0_27_5,response,565.2129999970202,47976.29999999702,47973.421,47990.087,48555.29999999702,48559.20000000298,2023-09-14T12:27:42.993Z,48573.397,response_natural,n,shell,DIRT,Inc_Nat_Nat,long,incongruent,m,m,False
237,2214,target,canvas.Screen,12_0_0_28_5,response,502.06499999403604,49276.59999999404,49273.369,49290.035,49792.09999999404,49795.09999999404,2023-09-14T12:27:44.229Z,49806.681,response_natural,n,mall,BUSH,Inc_Synth_Nat,long,incongruent,n,n,True
244,2214,target,canvas.Screen,12_0_0_29_5,response,672.9809999970166,50509.5,50506.653,50523.319,51196.29999999702,51199.79999999702,2023-09-14T12:27:45.633Z,51206.625,response_manmade,m,olive,MOTOR,Inc_Nat_Synth,long,incongruent,m,m,True
251,2214,target,canvas.Screen,12_0_0_30_5,response,956.8369999940405,51908.09999999404,51906.597,51923.263,52880.09999999404,52883.09999999404,2023-09-14T12:27:47.316Z,52889.891,response_manmade,m,cloud,MOTEL,Inc_Nat_Synth,long,incongruent,m,m,True
258,2214,target,canvas.Screen,12_0_0_31_5,response,776.3710000059582,53592.29999999702,53589.863,53606.529,54382.90000000596,54386.70000000298,2023-09-14T12:27:48.820Z,54389.831,response_manmade,m,deck,PLATE,Inc_Synth_Synth,long,incongruent,m,m,True
265,2214,target,canvas.Screen,12_0_0_32_5,response,566.898000000001,55075.0,55073.137,55082.102,55649.0,55652.70000000298,2023-09-14T12:27:50.086Z,55665.412,response_manmade,m,swamp,DRILL,Inc_Nat_Synth,long,incongruent,m,m,True
272,2214,target,canvas.Screen,12_0_0_33_5,response,578.6500000029773,56368.0,56365.384,56382.05,56960.70000000298,56963.20000000298,2023-09-14T12:27:51.397Z,56965.36,response_natural,n,crab,CRAB,Con_Nat,long,congruent,n,n,True
279,2214,target,canvas.Screen,12_0_0_34_5,response,887.8019999970202,57668.5,57665.332,57681.998,58569.79999999702,58573.20000000298,2023-09-14T12:27:53.007Z,58581.962,response_manmade,m,stove,STOVE,Con_Synth,long,congruent,m,m,True
286,2214,target,canvas.Screen,12_0_0_35_5,response,727.1000000029817,59284.09999999404,59281.934,59298.6,60025.70000000298,60029.40000000596,2023-09-14T12:27:54.463Z,60048.57,response_natural,n,fort,GOAT,Inc_Synth_Nat,long,incongruent,n,n,True
293,2214,target,canvas.Screen,12_0_0_36_5,response,770.0579999940383,60733.29999999702,60731.876,60748.542,61518.59999999404,61522.40000000596,2023-09-14T12:27:55.956Z,61531.844,response_natural,n,pear,PEAR,Con_Nat,long,congruent,n,n,True
300,2214,target,canvas.Screen,12_0_0_37_5,response,762.5500000029788,62201.90000000596,62198.484,62215.15,62977.70000000298,62981.59999999404,2023-09-14T12:27:57.415Z,62998.452,response_manmade,m,shoe,COUCH,Inc_Synth_Synth,long,incongruent,m,m,True
307,2214,target,canvas.Screen,12_0_0_38_5,response,1063.076000000001,63683.40000000596,63681.758,63698.424,64761.5,64765.59999999404,2023-09-14T12:27:59.199Z,64781.714,response_natural,n,stair,STAIR,Con_Synth,long,congruent,m,m,False
314,2214,target,canvas.Screen,12_0_0_39_5,response,701.3089999970252,65542.79999999702,65540.325,65556.991,66258.29999999702,66262.20000000298,2023-09-14T12:28:00.696Z,66273.629,response_manmade,m,canon,CANON,Con_Synth,long,congruent,m,m,True
321,2214,target,canvas.Screen,12_0_0_40_5,response,646.3349999940401,67024.40000000596,67023.599,67040.265,67686.59999999404,67690.0,2023-09-14T12:28:02.124Z,67706.905,response_natural,n,pipe,LION,Inc_Synth_Nat,long,incongruent,n,n,True
328,2214,target,canvas.Screen,12_0_0_41_5,response,650.5589999940421,68458.40000000596,68456.875,68473.541,69124.09999999404,69127.79999999702,2023-09-14T12:28:03.561Z,69140.181,response_manmade,m,moose,PORCH,Inc_Nat_Synth,long,incongruent,m,m,True
335,2214,target,canvas.Screen,12_0_0_42_5,response,827.583000005965,69892.5,69890.151,69906.817,70734.40000000596,70737.5,2023-09-14T12:28:05.171Z,70740.117,response_manmade,m,roof,PIANO,Inc_Synth_Synth,long,incongruent,m,m,True
342,2214,target,canvas.Screen,12_0_0_43_5,response,828.4470000029833,71492.5,71490.087,71506.753,72335.20000000298,72338.5,2023-09-14T12:28:06.772Z,72356.719,response_manmade,m,soap,PONY,Inc_Synth_Nat,long,incongruent,n,n,False
349,2214,target,canvas.Screen,12_0_0_44_5,response,610.8450000029843,73111.0,73106.689,73123.355,73734.20000000298,73737.70000000298,2023-09-14T12:28:08.171Z,73756.663,response_manmade,m,broom,BROOM,Con_Synth,long,congruent,m,m,True
356,2214,target,canvas.Screen,12_0_0_45_5,response,494.6010000059614,74509.20000000298,74506.633,74523.299,75017.90000000596,75021.40000000596,2023-09-14T12:28:09.455Z,75023.279,response_manmade,m,tongs,TONGS,Con_Synth,long,congruent,m,m,True
363,2214,target,canvas.Screen,12_0_0_46_5,response,480.40000000596046,75773.09999999404,75771.834,75788.5,76268.90000000596,76271.90000000596,2023-09-14T12:28:10.706Z,76288.48,response_natural,n,stick,STICK,Con_Nat,long,congruent,n,n,True
370,2214,target,canvas.Screen,12_0_0_47_5,response,572.983999994045,77039.29999999702,77038.45,77055.116,77628.09999999404,77631.40000000596,2023-09-14T12:28:12.065Z,77638.426,response_manmade,m,eagle,WAGON,Inc_Nat_Synth,long,incongruent,m,m,True
377,2214,target,canvas.Screen,12_0_0_48_5,response,823.7379999970144,78391.5,78388.396,78405.062,79228.79999999702,79231.90000000596,2023-09-14T12:28:13.666Z,79238.362,response_manmade,m,cake,TRASH,Inc_Synth_Synth,long,incongruent,m,m,True
384,2214,target,canvas.Screen,12_0_0_49_5,response,539.0019999999931,79991.5,79988.332,80004.998,80544.0,80547.20000000298,2023-09-14T12:28:14.981Z,80554.976,response_natural,n,storm,LAND,Inc_Nat_Nat,long,incongruent,m,m,False
391,2214,target,canvas.Screen,12_0_0_50_5,response,618.9879999940458,81305.79999999702,81304.946,81321.612,81940.59999999404,81943.70000000298,2023-09-14T12:28:16.378Z,81954.92,response_manmade,m,apron,APRON,Con_Synth,long,congruent,m,m,True
398,2214,target,canvas.Screen,12_0_0_51_5,response,470.2439999970229,82708.59999999404,82704.89,82721.556,83191.79999999702,83195.29999999702,2023-09-14T12:28:17.629Z,83204.87,response_natural,n,wasp,WASP,Con_Nat,long,congruent,n,n,True
405,2214,target,canvas.Screen,12_0_0_52_5,response,682.1940000029863,83956.59999999404,83954.84,83971.506,84653.70000000298,84656.90000000596,2023-09-14T12:28:19.091Z,84671.478,response_natural,n,earth,EARTH,Con_Nat,long,congruent,n,n,True
412,2214,target,canvas.Screen,12_0_0_53_5,response,639.5860000029788,85423.0,85421.448,85438.114,86077.70000000298,86081.09999999404,2023-09-14T12:28:20.515Z,86091.705,response_natural,n,sink,LAMB,Inc_Synth_Nat,long,incongruent,n,n,True
419,2214,target,canvas.Screen,12_0_0_54_5,response,636.2589999940392,86843.29999999702,86841.675,86858.341,87494.59999999404,87498.20000000298,2023-09-14T12:28:21.932Z,87508.315,response_manmade,m,flood,SKIRT,Inc_Nat_Synth,long,incongruent,m,m,True
426,2214,target,canvas.Screen,12_0_0_55_5,response,641.3489999970188,88260.40000000596,88258.285,88274.951,88916.29999999702,88919.70000000298,2023-09-14T12:28:23.354Z,88924.925,response_manmade,m,wheat,BRICK,Inc_Nat_Synth,long,incongruent,m,m,True
433,2214,target,canvas.Screen,12_0_0_56_5,response,771.7389999970183,89676.59999999404,89674.895,89691.561,90463.29999999702,90467.40000000596,2023-09-14T12:28:24.901Z,90474.863,response_natural,n,boar,BOAR,Con_Nat,long,congruent,n,n,True
440,2214,target,canvas.Screen,12_0_0_57_5,response,559.0010000000038,91228.70000000298,91224.833,91241.499,91800.5,91803.70000000298,2023-09-14T12:28:26.238Z,91808.143,response_manmade,m,shark,HILL,Inc_Nat_Nat,long,incongruent,m,m,True
447,2214,target,canvas.Screen,12_0_0_58_5,response,914.4210000029852,92559.5,92558.113,92574.779,93489.20000000298,93492.0,2023-09-14T12:28:27.926Z,93508.075,response_natural,n,swan,SWAN,Con_Nat,long,congruent,n,n,True
454,2214,target,canvas.Screen,12_0_0_59_5,response,582.5889999970241,94260.5,94258.045,94274.711,94857.29999999702,94860.70000000298,2023-09-14T12:28:29.295Z,94874.687,response_manmade,m,ocean,TREE,Inc_Nat_Nat,long,incongruent,m,m,True
463,2214,target,canvas.Screen,12_1_0_0_4,response,559.1010000029783,111441.70000000298,111439.933,111456.599,112015.70000000298,112018.90000000596,2023-09-14T12:28:46.453Z,112023.243,response_natural,n,rail,SQUID,Inc_Synth_Nat,short,incongruent,n,n,True
469,2214,target,canvas.Screen,12_1_0_1_4,response,427.8510000059614,112692.20000000298,112689.883,112706.549,113134.40000000596,113137.5,2023-09-14T12:28:47.572Z,113139.865,response_natural,n,cobra,TWIG,Inc_Nat_Nat,short,incongruent,n,n,True
475,2214,target,canvas.Screen,12_1_0_2_4,response,523.3289999999979,113809.59999999404,113806.505,113823.171,114346.5,114349.70000000298,2023-09-14T12:28:48.784Z,114356.483,response_natural,n,goose,GOOSE,Con_Nat,short,congruent,n,n,True
481,2214,target,canvas.Screen,12_1_0_3_4,response,708.7109999999957,115025.40000000596,115023.123,115039.789,115748.5,115751.79999999702,2023-09-14T12:28:50.186Z,115756.427,response_manmade,m,ladle,CAFÉ,Inc_Synth_Synth,short,incongruent,m,m,True
487,2214,target,canvas.Screen,12_1_0_4_4,response,778.5669999970269,116425.5,116423.067,116439.733,117218.29999999702,117221.5,2023-09-14T12:28:51.656Z,117223.035,response_manmade,m,spade,SHELF,Inc_Synth_Synth,short,incongruent,m,m,True
493,2214,target,canvas.Screen,12_1_0_5_4,response,587.7589999940392,117892.09999999404,117889.675,117906.341,118494.09999999404,118497.40000000596,2023-09-14T12:28:52.932Z,118506.317,response_manmade,m,toad,GLOVE,Inc_Nat_Synth,short,incongruent,m,m,True
