item;n_trials;err;rt;sd;rtz;n_used;c_freq_movies;lc_freq_movies;c_freq_books;lc_freq_books;n_letters;n_syllables
accent;25;0,04;633,4166667;137,3076256;-0,378136841;24;12,98;1,113274692;38,31;1,583312152;6;2
accents;22;0;669,8095238;142,9299196;-0,39208099;21;1,58;0,198657087;7,23;0,859138297;7;2
accentua;25;0,04;823,3913043;248,4506059;0,574518887;23;0;#NAME?;1,96;0,292256071;8;3
accentuai;25;0,08;866,2380952;212,8689514;0,984903432;21;0;#NAME?;0,07;-1,15490196;9;3
accentuaient;25;0;776,04;174,2953623;0,383219008;25;0;#NAME?;1,22;0,086359831;12;3
accentuait;25;0,08;792,7727273;222,2055959;0,216583826;22;0,01;-2;4,05;0,607455023;10;3
accentuant;23;0,086956522;911,75;220,266555;0,957524735;20;0,03;-1,522878745;1,76;0,245512668;10;3
accentuât;25;0,2;1049,388889;310,7726877;1,591366901;18;0;#NAME?;0,07;-1,15490196;9;3
accentuation;25;0,04;821,9565217;202,6166282;0,737925321;23;0,06;-1,22184875;0,14;-0,853871964;12;4
accentue;24;0,041666667;798,2608696;213,4952027;0,292020676;23;0,11;-0,958607315;1,76;0,245512668;8;3
accentuer;23;0;777,173913;235,1459222;0,179720269;23;0,67;-0,173925197;2,03;0,307496038;9;3
accepta;24;0;653,0833333;190,3787796;-0,29540346;24;0,82;-0,086186148;10,54;1,022840611;7;3
acceptable;24;0,083333333;650,7272727;171,0681239;-0,400690553;22;3,27;0,514547753;3,51;0,545307116;10;3
acceptai;25;0,16;760,2857143;281,3083971;0,065167899;21;0,03;-1,522878745;3,38;0,5289167;8;3
acceptaient;25;0;711,76;174,0208991;0,013353018;25;0,34;-0,468521083;2,91;0,463892989;11;3
acceptais;24;0;662,625;157,6533932;-0,199228672;24;0,94;-0,026872146;3,99;0,600972896;9;3
acceptait;25;0,08;664,1304348;129,2581295;-0,405240224;23;1,48;0,170261715;10;1;9;3
acceptant;22;0,090909091;640,4;121,8002679;-0,529700897;20;1,39;0,1430148;3,11;0,492760389;9;3
acceptât;24;0,083333333;782,65;221,3590261;0,368735184;20;0,01;-2;1,42;0,152288344;8;3
acceptation;25;0;652,24;160,6311199;-0,30382775;25;1,24;0,093421685;4,19;0,622214023;11;4
accepte;25;0;587,16;154,2040531;-0,579079327;25;38,41;1,584444307;18,65;1,270678836;7;2
accepté;25;0;632,5;152,0706358;-0,6063915;24;28,46;1,454234896;27,16;1,433929766;7;3
acceptée;25;0;658,16;189,3809389;-0,359516155;25;4,3;0,633468456;3,24;0,51054501;8;3
acceptent;25;0;597,96;90,93976028;-0,71980723;25;4,45;0,648360011;3,24;0,51054501;9;2
accepter;26;0;633,3076923;171,2994499;-0,532589752;26;43,39;1,63738965;36,62;1,56371834;8;3
acceptera;25;0;650;175,3292141;-0,505774779;25;3,98;0,599883072;1,96;0,292256071;9;3
accepterai;26;0;774,7307692;207,8991212;0,099915193;26;2,73;0,436162647;1,22;0,086359831;10;3
accepterais;24;0,041666667;778,3043478;253,2877334;0,156660416;23;2,25;0,352182518;1,96;0,292256071;11;3
accepterait;24;0;777,2083333;201,8092037;0,191386319;24;1,54;0,187520721;4,05;0,607455023;11;3
accepterez;23;0;763,6956522;242,0997981;0,098073084;23;0,94;-0,026872146;0,2;-0,698970004;10;3
accepteriez;23;0;840,173913;214,3939984;0,545801107;23;2,01;0,303196057;0,54;-0,26760624;11;4
accepteront;25;0;740,64;236,2810615;0,268832752;25;1,34;0,127104798;0,2;-0,698970004;11;3
acceptes;25;0;763,32;280,3354717;0,089325992;25;6,79;0,831869774;1,28;0,10720997;8;2
acceptez;25;0;651,6;222,3227759;-0,269423324;25;12,53;1,097951071;2,16;0,334453751;8;3
acceptiez;25;0,04;686,3333333;247,5793534;-0,208451673;24;1;0;0,54;-0,26760624;9;3
acceptions;24;0,291666667;761,5625;267,8828024;0,392507546;16;0,21;-0,677780705;1,55;0,190331698;10;3
acceptons;25;0,04;750,4583333;218,116638;0,138244965;24;2,72;0,434568904;0,95;-0,022276395;9;3
accès;26;0;603,4230769;132,4097196;-0,715125195;26;29,53;1,470263447;23,78;1,37621185;5;2
accessible;25;0,08;725,6086957;301,086327;-0,082739579;23;1,49;0,173186268;4,12;0,614897216;10;3
accessibles;24;0;782,826087;260,6363981;0,067973;23;0,57;-0,244125144;1,62;0,209515015;11;3
accession;25;0,2;711,2105263;176,2077621;0,014816448;19;0,16;-0,795880017;1,22;0,086359831;9;3
accessoire;24;0,083333333;758,5;251,069095;0,016699731;22;1,23;0,089905111;2,09;0,320146286;10;3
accessoires;26;0;721;177,5241768;-0,046365689;25;3,38;0,5289167;8,04;0,905256049;11;3
accident;25;0,04;653,4347826;103,8822874;-0,489763574;23;100,11;2,000477461;36,62;1,56371834;8;3
accidentel;25;0,08;771,8695652;244,0049002;0,240025299;23;1,09;0,037426498;1,42;0,152288344;10;4
accidentelle;25;0,08;809,5909091;238,2421056;0,382524967;22;1,44;0,158362492;1,28;0,10720997;12;4
accidentellement;25;0,04;865,1304348;222,4341178;0,591205422;23;3,39;0,530199698;0,81;-0,091514981;16;5
accidentés;23;0,043478261;759,1363636;238,2622196;-0,022300209;22;0,32;-0,494850022;0,34;-0,468521083;10;4
accidents;25;0;573,56;80,89658007;-0,62423172;25;8,1;0,908485019;8,18;0,912753304;9;3
acclamations;25;0;707,68;125,0135726;-0,072203583;25;2,65;0,423245874;4,39;0,64246452;12;4
acclamé;24;0,083333333;775,8636364;305,4818669;0,1791372;22;0,44;-0,356547324;1,28;0,10720997;7;3
acclamer;25;0;713,44;142,684699;-0,15542957;25;0,2;-0,698970004;1,01;0,004321374;8;3
acclimate;24;0,291666667;905,25;194,7745706;1,198451187;16;0,01;-2;0,2;-0,698970004;9;3
acclimatement;25;0,52;899,1;139,614111;1,108527742;10;0;#NAME?;0,14;-0,853871964;13;4
acclimater;25;0,16;863,55;253,2817185;0,770407758;20;0,45;-0,346787486;1,08;0,033423755;10;4
acclimatez;24;0,208333333;943,8947368;277,0348744;1,276547906;19;0,02;-1,698970004;0;#NAME?;10;4
accolade;25;0,16;848,5238095;170,2655629;0,536818389;21;0,84;-0,075720714;1,69;0,227886705;8;3
accolent;25;0,52;793,25;165,6365819;0,483979192;12;0;#NAME?;0,07;-1,15490196;8;2
accommodaient;25;0;788,5416667;266,2813124;0,333646627;24;0;#NAME?;1,15;0,06069784;13;4
accommodait;25;0;768,2;203,0147778;0,111850739;25;0,01;-2;2,23;0,348304863;11;4
accommode;25;0,12;755,3809524;205,2343724;0,154707255;21;0,78;-0,107905397;1,96;0,292256071;9;3
accommoder;25;0,04;749,4166667;232,3860949;0,029566196;24;0,69;-0,161150909;4,26;0,629409599;10;4
accompagna;24;0;658,9583333;168,7103201;-0,410440604;24;0,15;-0,823908741;9,46;0,975891136;10;4
accompagnai;25;0,12;861,7619048;246,9777125;0,696454294;21;0,03;-1,522878745;1,28;0,10720997;11;4
accompagnaient;24;0;684,4782609;136,0166666;-0,189235929;23;0,43;-0,366531544;4,73;0,674861141;14;4
accompagnais;24;0,041666667;781,0869565;267,6719351;0,198569111;23;0,4;-0,397940009;1,76;0,245512668;12;4
accompagnait;24;0;812,9565217;325,5982575;0,087504278;23;2,04;0,309630167;15,68;1,195346058;12;4
accompagnant;25;0,04;813,1666667;297,2727728;0,175256012;24;0,62;-0,207608311;5,27;0,721810615;12;4
accompagne;22;0;642,1363636;127,0917537;-0,400384773;22;33,28;1,522183318;15,14;1,180125875;10;3
accompagné;25;0;707,0833333;218,2230444;-0,204944862;24;6,6;0,819543936;22,1;1,344392274;10;4
accompagnée;25;0;672,84;151,3573806;-0,313267129;25;4,05;0,607455023;10,13;1,005609445;11;4
accompagnées;25;0;708,4;218,3958562;-0,259879105;25;0,12;-0,920818754;2,1;0,322219295;12;4
accompagnement;24;0;712,2083333;218,8720053;-0,194615838;24;0,61;-0,214670165;2,5;0,397940009;14;4
accompagnent;25;0,04;714,875;271,6321542;0,015391698;24;2,08;0,318063335;4,05;0,607455023;12;3
accompagner;23;0,043478261;667,0909091;116,5340372;-0,38435221;22;24,87;1,395675785;22,23;1,346939463;11;4
accompagnera;24;0;734,5;251,1282368;0,068341755;24;1,81;0,257678575;0,61;-0,214670165;12;4
accompagnerai;26;0;872,3461538;284,2823867;0,584983048;26;1,01;0,004321374;0,61;-0,214670165;13;4
accompagnerait;25;0;881,625;252,7376733;0,559174143;24;0,09;-1,045757491;1,22;0,086359831;14;4
accompagnes;25;0;883,5;244,089791;0,751433995;24;5,48;0,738780558;0,68;-0,167491087;11;3
accompagnés;25;0;645,08;131,0149228;-0,460578181;25;1,25;0,096910013;4,93;0,692846919;11;4
accompagnez;25;0,04;677,8333333;158,5682316;-0,251919914;24;4,41;0,644438589;0,95;-0,022276395;11;4
accompli;24;0;676,625;174,3212458;-0,294142601;24;7,41;0,869818208;15,06;1,177824972;8;3
accomplie;24;0;695,7083333;208,6493791;-0,061471026;24;4,05;0,607455023;5,61;0,748962861;9;3
accomplies;25;0,04;712,8333333;198,7120851;-0,089384072;24;0,28;-0,552841969;1,69;0,227886705;10;3
accomplir;22;0;647,9545455;207,2310597;-0,485193376;22;9,31;0,968949681;22,23;1,346939463;9;3
accomplis;24;0;681,875;233,520749;-0,321360446;24;1,84;0,264817823;4,32;0,635483747;9;3
accomplissait;24;0,041666667;749,0434783;173,8221343;0,133704705;23;0,05;-1,301029996;3,78;0,5774918;13;4
accomplissant;25;0;775,826087;314,3481932;0,21996535;23;0,17;-0,769551079;2,36;0,372912003;13;4
accomplisse;23;0,043478261;776,7272727;263,5019078;0,236239814;22;1,04;0,017033339;0,95;-0,022276395;11;3
accomplissement;24;0;748,7083333;197,7194937;0,227105565;24;1,27;0,103803721;4,26;0,629409599;15;4
accomplit;26;0;611,3076923;103,2874704;-0,684107909;26;2,14;0,330413773;4,73;0,674861141;9;3
accord;25;0;565,88;79,23557703;-0,951794263;25;761,77;2,881823865;124,66;2,095727123;6;2
accorda;25;0,04;705,8333333;215,4662622;-0,122415684;24;0,38;-0,420216403;2,97;0,472756449;7;3
accordaient;24;0;736,7916667;231,529504;-0,185560473;24;0,17;-0,769551079;2,43;0,385606274;11;3
accordais;25;0;751,6666667;173,9556832;0,020202041;24;0,44;-0,356547324;1,55;0,190331698;9;3
accordait;24;0;657,25;164,324242;-0,483096447;24;0,7;-0,15490196;9,66;0,984977126;9;3
accordant;23;0;683,4347826;147,2992705;-0,272394012;23;0,24;-0,619788758;1,76;0,245512668;9;3
accorde;25;0,08;736,0434783;187,7518861;-0,053919357;23;17,04;1,23146959;11,76;1,070407322;7;2
accordé;25;0;678,28;201,7049247;-0,433656568;25;8,09;0,907948522;7,84;0,894316063;7;3
accordée;49;0;713,2244898;208,6789066;-0,133811509;49;3,29;0,517195898;5,13;0,710117365;8;3
accordées;24;0;632,625;119,3885919;-0,248794316;24;0,52;-0,283996656;1,36;0,133538908;9;3
accordent;25;0,04;624,9130435;82,59039843;-0,412621829;23;1,31;0,117271296;2,5;0,397940009;9;2
accordéon;24;0;723,0434783;230,1131102;-0,141441322;23;3,02;0,480006943;4,8;0,681241237;9;4
accordéoniste;25;0,32;891,5;180,7222547;1,420235288;16;0,26;-0,585026652;1,42;0,152288344;13;5
accorder;25;0,04;640,0833333;127,7167098;-0,498144635;24;10,59;1,02489596;14,73;1,168202747;8;3
accordés;23;0;693,7727273;148,7784969;0,049782738;22;1;0;1,76;0,245512668;8;3
accordez;24;0;679,6666667;189,1520361;-0,331380166;24;6;0,77815125;0,81;-0,091514981;8;3
accords;22;0,045454545;586,55;98,07809724;-0,629105969;20;4,42;0,645422269;11,49;1,060320029;7;2
accoster;25;0,08;713,1304348;123,1194189;0,017055535;23;0,67;-0,173925197;1,35;0,130333768;8;3
accotement;25;0,44;759,0714286;167,4833926;0,358447064;14;0,01;-2;1,08;0,033423755;10;3
accouche;23;0,043478261;664,0454545;129,7897484;-0,499809901;22;4,54;0,657055853;1,22;0,086359831;8;2
accouché;25;0;689,16;169,6957277;-0,234992837;25;3,08;0,488550717;1,08;0,033423755;8;3
accouchement;24;0,083333333;721,4545455;167,4118751;-0,22127933;22;5,47;0,737987326;3,24;0,51054501;12;3
accoucher;23;0;688,2727273;217,6233491;-0,332317687;22;6,56;0,816903839;3,51;0,545307116;9;3
accouda;25;0,04;740,125;204,2562995;0,180948373;24;0;#NAME?;2,97;0,472756449;7;3
accoudaient;25;0;710,68;165,8698586;-0,122969638;25;0;#NAME?;0,27;-0,568636236;11;3
accoude;25;0,4;857;245,6940606;0,932264186;15;0,02;-1,698970004;1,22;0,086359831;7;2
accoudé;25;0,04;791,4782609;252,5842559;0,233078261;23;0,25;-0,602059991;5,27;0,721810615;7;3
accoudée;24;0,041666667;695,6818182;127,5861563;-0,246033645;22;0,03;-1,522878745;2,57;0,409933123;8;3
accouder;24;0;721,5833333;199,4553272;-0,031657396;24;0,01;-2;1,42;0,152288344;8;3
accoudés;23;0;708,7826087;154,9466056;-0,106564246;23;0,03;-1,522878745;1,62;0,209515015;8;3
accoudions;25;0,44;989,9230769;320,2573084;1,197542944;13;0;#NAME?;0,07;-1,15490196;10;3
accoudoir;24;0,041666667;719,8695652;152,9222335;0,041782736;23;0,4;-0,397940009;2,23;0,348304863;9;3
accoudoirs;25;0,04;820,7916667;225,8036814;0,560382691;24;0,06;-1,22184875;2,97;0,472756449;10;3
accoudons;22;0,272727273;897,875;304,8153266;1,091588302;16;0;#NAME?;0,07;-1,15490196;9;3
accouplement;24;0;651,25;140,8641807;-0,286927275;24;0,72;-0,142667504;1,69;0,227886705;12;4
accoupler;25;0;762,12;272,0732622;0,053328816;25;0,83;-0,080921908;0,74;-0,13076828;9;3
accouplerait;25;0;818,2083333;255,5980165;0,461561114;24;0;#NAME?;0,07;-1,15490196;12;4
accouraient;25;0,04;749,9565217;224,0356056;0,28367846;23;0,04;-1,397940009;1,49;0,173186268;11;3
accourait;23;0,086956522;723,7;204,9559901;0,009866381;20;0,16;-0,795880017;2,43;0,385606274;9;3
accourir;25;0,12;803,4545455;228,9470156;0,544261899;22;0,57;-0,244125144;2,84;0,45331834;8;3
accourt;23;0,347826087;807,4;279,5480536;0,507241101;15;0,91;-0,040958608;2,57;0,409933123;7;2
accouru;25;0,08;757,952381;194,7776877;0,152935127;21;0,6;-0,22184875;1,82;0,260071388;7;3
accourue;25;0,12;891,7142857;210,8350405;0,767954014;21;0,01;-2;0,47;-0,327902142;8;3
accourus;26;0,192307692;753,3333333;178,917113;0,423489323;21;0,34;-0,468521083;1,69;0,227886705;8;3
accourut;25;0,08;888,1304348;223,5080443;0,830513752;23;0,14;-0,853871964;1,96;0,292256071;8;3
accoutrement;23;0,043478261;848,7272727;236,3875313;0,861819615;22;1,19;0,075546961;2,09;0,320146286;12;4
accoutumance;25;0;913,48;273,1783788;0,694342293;25;0,2;-0,698970004;1,28;0,10720997;12;4
accoutumances;24;0,041666667;835,6521739;222,1755262;0,619073486;23;0,1;-1;0;#NAME?;13;4
accoutumé;24;0;667,0833333;187,7301293;-0,336936041;24;0,41;-0,387216143;3,99;0,600972896;9;4
accoutumée;25;0,12;701,0909091;179,8205214;-0,037242707;22;0,19;-0,721246399;5,61;0,748962861;10;4
accoutumer;24;0,041666667;782,4347826;206,9041996;0,278300689;23;0,33;-0,48148606;1,08;0,033423755;10;4
accoutumés;47;0;715,7234043;212,3442347;-0,035633216;47;0,03;-1,522878745;1,49;0,173186268;10;4
accréditations;24;0,25;1007,117647;149,1835624;1,596400583;17;0,07;-1,15490196;0;#NAME?;14;5
accrédités;24;0,083333333;879,2857143;228,6626648;0,856733393;21;0,27;-0,568636236;0,21;-0,677780705;10;4
accro;25;0,08;714,4782609;148,0622933;0,010737199;23;7,88;0,896526217;0,61;-0,214670165;5;2
accroc;25;0,12;779,047619;277,0872563;0,259818831;21;1,67;0,222716471;2,57;0,409933123;6;2
accrocha;24;0;699;272,3479233;-0,348924849;24;0,02;-1,698970004;5,68;0,754348336;8;3
accrochage;25;0,04;649,9166667;122,2331758;-0,388194182;24;1,44;0,158362492;0,88;-0,055517328;10;3
accrochai;25;0,12;683,2727273;153,848776;0,014149832;22;0;#NAME?;1,01;0,004321374;9;3
accrochaient;23;0,043478261;737,0454545;194,8795665;0,051645871;22;0,06;-1,22184875;4,73;0,674861141;12;3
accrochais;25;0,04;774,2916667;205,6139225;0,379338185;24;0,47;-0,327902142;1,01;0,004321374;10;3
accrochait;25;0;638,8;139,2422948;-0,490619274;25;0,56;-0,251811973;10,34;1,014520539;10;3
accrochant;25;0;723,04;201,3803367;-0,014360421;25;0,43;-0,366531544;4,79;0,680335513;10;3
accroche;24;0;720,9583333;254,6553475;-0,057351334;24;16,84;1,226342087;13,38;1,126456113;8;2
accroché;25;0,04;686,3333333;197,2885035;-0,045673166;24;7,03;0,846955325;17,5;1,243038049;8;3
accrochée;25;0;639,64;139,737814;-0,477606048;25;2,23;0,348304863;10,81;1,033825694;9;3
accrochées;49;0,020408163;703,0416667;197,1932801;-0,088530953;48;0,86;-0,065501549;6,08;0,783903579;10;3
accrochent;25;0;754,8;228,409902;-0,035734593;25;1,37;0,136720567;2,64;0,421603927;10;2
accrocher;24;0,041666667;715,2272727;230,9367944;-0,210625646;22;10,46;1,019531685;14,32;1,155943018;9;3
accroches;25;0;723,68;218,3908423;-0,081216456;25;2,29;0,359835482;0,14;-0,853871964;9;2
accrochés;25;0,04;669,8333333;140,6672505;-0,530725058;24;1,76;0,245512668;9,32;0,969415912;9;3
accrochez;24;0;712,9583333;225,8675024;-0,148115611;24;8,03;0,904715545;0,27;-0,568636236;9;3
accroissement;25;0,04;727,1666667;177,812717;0,16577179;24;0,41;-0,387216143;1,28;0,10720997;13;3
accroît;25;0;702,0416667;120,5781288;-0,175254722;24;1,12;0,049218023;1,76;0,245512668;7;2
accroître;25;0,04;647,875;68,39991895;-0,408651535;24;1,46;0,164352856;3,99;0,600972896;9;2
accroupi;23;0,043478261;677,4545455;175,4563376;-0,200579811;22;0,88;-0,055517328;11,48;1,059941888;8;3
accroupie;23;0;692,0869565;181,5986867;-0,109160503;23;0,72;-0,142667504;4,86;0,686636269;9;3
accroupir;25;0,04;739,875;213,0838399;0,200731877;24;0,09;-1,045757491;2,7;0,431363764;9;3
accroupis;25;0;697,04;192,3441967;0,074778253;25;0,4;-0,397940009;5,81;0,764176132;9;3
accroupissait;25;0,04;847,9090909;270,7483297;0,798116402;22;0,15;-0,823908741;0,07;-1,15490196;13;4
accroupissant;25;0,04;837,5652174;214,0233263;0,612445782;23;0;#NAME?;0,34;-0,468521083;13;4
accroupissons;25;0,12;927;298,9048344;1,039198506;21;0;#NAME?;0,14;-0,853871964;13;4
accroupit;23;0;694,8695652;175,1626009;-0,218276225;23;0,29;-0,537602002;5,27;0,721810615;9;3
accru;25;0;729,2;152,9041094;-0,018622152;25;0,63;-0,200659451;1,76;0,245512668;5;2
accrue;24;0;733,3913043;187,0026104;0,092855751;23;0,39;-0,408935393;3,24;0,51054501;6;2
accrus;25;0,12;698,5909091;213,4257224;0,059832659;22;0,05;-1,301029996;0,14;-0,853871964;6;2
accueil;24;0,083333333;647,4285714;156,0854162;-0,451183707;21;13,83;1,14082218;16,22;1,21005085;7;2
accueillaient;26;0;791,1153846;211,7684258;0,142023205;26;0;#NAME?;1,08;0,033423755;13;3
accueillait;25;0;756,84;234,8851989;0,082369785;25;0,42;-0,37675071;5,88;0,769377326;11;3
accueillant;26;0;761,8461538;196,9762813;0,083051125;26;1,46;0,164352856;3,17;0,501059262;11;3
accueillante;25;0;756,52;218,8786041;0,158320664;25;0,47;-0,327902142;2,09;0,320146286;12;3
accueille;22;0;675,1818182;151,6432645;-0,160765512;22;4,58;0,660865478;6,08;0,783903579;9;2
accueillent;25;0,08;716,0869565;163,9597825;-0,108863068;23;0,9;-0,045757491;1,76;0,245512668;11;2
accueillera;23;0,043478261;773,047619;197,1797343;0,129570654;21;1,07;0,029383778;0,47;-0,327902142;11;3
accueillerait;25;0,04;796,6666667;167,8181383;0,467617457;24;0,16;-0,795880017;0,74;-0,13076828;13;3
accueillez;24;0;658,75;161,642722;-0,324990257;24;0,97;-0,013228266;0,14;-0,853871964;10;3
accueilli;26;0;749,7307692;205,4944394;-0,003284942;26;3,79;0,57863921;7,91;0,898176483;9;3
accueillie;25;0,12;755,7619048;292,2310567;0,030775622;21;0,65;-0,187086643;2,23;0,348304863;10;3
accueillies;25;0;780,28;202,9923069;0,18843302;25;0,05;-1,301029996;0,61;-0,214670165;11;3
accueillir;24;0;673,25;233,7870175;-0,365497615;24;14,39;1,158060794;13,99;1,145817714;10;3
accueillirent;25;0;900,3913043;333,9281005;0,648598446;23;0,03;-1,522878745;1,49;0,173186268;13;3
accueillis;24;0;711,0869565;132,5148064;-0,009597109;23;0,98;-0,008773924;3,18;0,50242712;10;3
accueillit;24;0,083333333;746,6363636;210,6349913;-0,064099734;22;0,5;-0,301029996;6,69;0,825426118;10;3
accueillît;26;0;708,2692308;166,1971258;0,064755604;26;0;#NAME?;0,2;-0,698970004;10;3
accueillons;25;0;680,76;122,6812537;-0,05214954;25;1,88;0,274157849;0,07;-1,15490196;11;3
acculait;25;0,32;807;252,0560454;0,283706942;17;0;#NAME?;0,27;-0,568636236;8;3
accule;25;0,64;937,125;361,7498889;0,877339222;8;0,29;-0,537602002;0,14;-0,853871964;6;2
acculé;25;0,36;761;238,614892;0,101491312;16;0,44;-0,356547324;1,96;0,292256071;6;3
accumulaient;25;0;726,4583333;225,498092;-0,081846002;24;0,04;-1,397940009;1,76;0,245512668;12;4
accumulait;25;0;702,64;133,3363166;-0,178162865;25;0,04;-1,397940009;2,57;0,409933123;10;4
accumulant;25;0,04;754,75;183,2034388;0,039660624;24;0,24;-0,619788758;1,55;0,190331698;10;4
accumulation;25;0;704,4;148,8522758;-0,313522598;25;0,67;-0,173925197;3,72;0,57054294;12;5
accumule;24;0,083333333;772,9545455;225,9598526;0,105724328;22;1,01;0,004321374;1,49;0,173186268;8;3
accumulé;24;0;661,5;161,6918701;-0,252942811;24;0,55;-0,259637311;3,04;0,482873584;8;4
accumulée;25;0;735,52;223,815981;-0,008731921;25;0,09;-1,045757491;3,31;0,519827994;9;4
accumulées;25;0;671,88;153,1892403;-0,243221787;25;0,3;-0,522878745;3,04;0,482873584;10;4
accumuler;24;0;672,25;197,8966023;-0,399246607;24;0,85;-0,070581074;3,72;0,57054294;9;4
accumulés;24;0;615,375;92,04857531;-0,461291807;24;0,3;-0,522878745;2,5;0,397940009;9;4
accusa;25;0;702,76;229,0116955;-0,154031719;25;0,18;-0,744727495;3,18;0,50242712;6;3
accusaient;25;0;729,36;195,06428;-0,150800208;25;0,09;-1,045757491;2,09;0,320146286;10;3
accusait;25;0,08;660,2608696;163,9424005;-0,306349313;23;1,57;0,195899652;6,55;0,8162413;8;3
accusant;25;0,12;738,9;185,9396903;-0,219332875;20;0,68;-0,167491087;2,64;0,421603927;8;3
accusateurs;22;0;798,9047619;187,7114554;0,400681837;21;0,22;-0,657577319;1,28;0,10720997;11;4
accusation;24;0,041666667;753,0454545;267,4355245;-0,237171844;22;12,62;1,101059355;5,74;0,758911892;10;4
accusations;23;0;725,3333333;146,2953633;0,140385326;21;7,11;0,851869601;3,11;0,492760389;11;4
accuse;25;0,04;675,125;174,0123215;-0,394114774;24;13,28;1,123198075;6,01;0,778874472;6;2
accusé;22;0;550,8095238;84,49592833;-0,908905848;21;21,94;1,341236623;13,1;1,117271296;6;3
accusée;24;0,041666667;690,8695652;251,4136946;-0,386315615;23;5,91;0,771587481;1,75;0,243038049;7;3
accusent;24;0,083333333;689,8181818;182,6736972;-0,111253225;22;1,77;0,247973266;1,22;0,086359831;8;2
